lead_id,created_at,campaign_id,source,channel,project_interest,unit_type_interest,budget_min,budget_max,preferred_location,nationality,residency_country,customer_segment,purchase_purpose,financing_preference,lead_score,sales_agent_id,broker_id,first_response_at,first_contact_at,last_activity_at,current_stage,loss_reason,qualification_status,appointment_date,site_visit_date,sale_id,estimated_deal_value,marketing_consent,duplicate_flag
LEA-003376,2026-06-13 00:00:00,CMP-0027,Referrals,Referrals,CST,Villa,20184000.0,27307000.0,North Coast,Egyptian,Egypt,High Net Worth,Primary Residence,Developer Payment Plan,73,AGT-012,,2026-06-13 00:27:36,2026-06-13 00:59:23,2026-06-13 00:59:23,contacted,,Unqualified,,,,23746000.0,False,False
LEA-003377,2026-06-30 00:00:00,CMP-0036,Organic Website,Organic Website,CST,Cabin,17585000.0,23791000.0,North Coast,Saudi,Egypt,First-Time Buyer,Primary Residence,Developer Payment Plan,39,AGT-013,,2026-06-30 00:09:27,2026-06-30 04:06:11,2026-06-30 04:06:11,contacted,,Unqualified,,,,20688000.0,True,False
LEA-003378,2024-07-01 00:00:00,CMP-0028,Meta,Meta,CST,Cabin,21889000.0,29614000.0,North Coast,Egyptian,Egypt,First-Time Buyer,Investment / Resale,Cash,76,AGT-013,,2024-07-01 00:24:34,2024-07-01 00:52:39,2024-07-02 19:16:28,dormant,,Qualified,,,,25751000.0,True,False
LEA-003379,2025-05-07 00:00:00,CMP-0041,Outdoor,Outdoor,CST,Villa,15846000.0,21439000.0,North Coast,Jordanian,Jordan,First-Time Buyer,Second Home,Undecided,12,AGT-012,,2025-05-07 00:40:07,2025-05-07 05:15:28,2025-05-07 05:15:28,lost,Financing Declined,Unqualified,,,,18642000.0,True,False
LEA-003380,2026-06-30 00:00:00,CMP-0039,WhatsApp,WhatsApp,CST,Chalet,22170000.0,29995000.0,North Coast,Egyptian,Egypt,First-Time Buyer,Second Home,Undecided,21,AGT-012,BRK-12,2026-06-30 00:42:29,2026-06-30 03:53:00,2026-07-06 14:49:25,site_visit_completed,,Qualified,2026-07-03,2026-07-06,,26083000.0,True,False
LEA-003381,2024-08-20 00:00:00,CMP-0024,Organic Website,Organic Website,CST,Cabin,17039000.0,23052000.0,North Coast,Saudi,Egypt,Investor,Investment / Resale,Developer Payment Plan,16,AGT-013,,2024-08-20 01:00:43,2024-08-20 04:08:48,2024-08-20 04:08:48,lost,Financing Declined,Unqualified,,,,20046000.0,True,False
LEA-003382,2026-06-30 00:00:00,CMP-0030,TikTok,TikTok,CST,Cabin,16385000.0,22167000.0,North Coast,Egyptian,Egypt,Mass Affluent,Second Home,Cash,67,AGT-011,,2026-06-30 00:12:58,2026-06-30 04:00:46,2026-07-20 11:34:03,contract,,Qualified,2026-07-09,2026-07-09,SAL-000355,19276000.0,True,False
LEA-003383,2025-11-23 00:00:00,CMP-0029,Google Display,Google Display,CST,Villa,20619000.0,27896000.0,North Coast,Egyptian,Egypt,Mass Affluent,Investment / Resale,Bank Mortgage,53,AGT-013,,,,2025-11-23 00:00:00,lost,Financing Declined,Unqualified,,,,24257000.0,True,False
LEA-003384,2026-06-23 00:00:00,CMP-0032,WhatsApp,WhatsApp,CST,Chalet,23130000.0,31293000.0,North Coast,Egyptian,Egypt,High Net Worth,Primary Residence,Bank Mortgage,70,AGT-014,,2026-06-23 00:34:38,2026-06-23 04:23:28,2026-06-23 04:23:28,contacted,,Unqualified,,,,27212000.0,True,False
LEA-003385,2024-07-01 00:00:00,CMP-0025,Organic Website,Organic Website,CST,Villa,22348000.0,30235000.0,North Coast,Saudi,Saudi Arabia,First-Time Buyer,Rental Income,Developer Payment Plan,7,AGT-013,,2024-07-01 00:03:00,2024-07-01 01:33:30,2024-07-01 01:33:30,lost,Location Preference Changed,Unqualified,,,,26292000.0,True,False
LEA-003386,2026-03-26 00:00:00,CMP-0032,WhatsApp,WhatsApp,CST,Cabin,20673000.0,27969000.0,North Coast,Kuwaiti,Kuwait,Mass Affluent,Second Home,Undecided,60,AGT-011,,2026-03-26 00:13:02,2026-03-26 05:58:53,2026-03-26 05:58:53,lost,Timeline Mismatch,Unqualified,,,,24321000.0,True,False
LEA-003387,2026-01-01 00:00:00,CMP-0041,Outdoor,Outdoor,CST,Chalet,17667000.0,23902000.0,North Coast,Egyptian,Egypt,Investor,Rental Income,Bank Mortgage,47,AGT-011,BRK-07,2026-01-01 00:46:09,2026-01-01 05:19:20,2026-01-01 05:19:20,lost,Budget Mismatch,Unqualified,,,,20784000.0,True,False
LEA-003388,2025-12-06 00:00:00,CMP-0042,Organic Website,Organic Website,CST,Villa,20621000.0,27900000.0,North Coast,Egyptian,Egypt,First-Time Buyer,Primary Residence,Developer Payment Plan,53,AGT-013,,,,2025-12-06 00:00:00,lost,Financing Declined,Unqualified,,,,24260000.0,True,False
LEA-003389,2024-07-12 00:00:00,CMP-0026,TikTok,TikTok,CST,Villa,22507000.0,30451000.0,North Coast,Jordanian,Egypt,Investor,Second Home,Bank Mortgage,33,AGT-012,,2024-07-12 00:48:18,2024-07-12 06:30:54,2024-07-13 05:08:54,dormant,,Qualified,,,,26479000.0,True,False
LEA-003390,2024-07-07 00:00:00,CMP-0034,Referrals,Referrals,CST,Cabin,19145000.0,25901000.0,North Coast,Egyptian,Egypt,First-Time Buyer,Rental Income,Developer Payment Plan,45,AGT-014,,2024-07-07 00:28:32,2024-07-07 01:44:35,2024-07-14 10:06:22,dormant,,Qualified,2024-07-11,2024-07-14,,22523000.0,True,False
LEA-003391,2025-09-27 00:00:00,CMP-0041,Outdoor,Outdoor,CST,Chalet,23100000.0,31253000.0,North Coast,Egyptian,Egypt,High Net Worth,Primary Residence,Developer Payment Plan,58,AGT-011,,,,2025-09-27 00:00:00,lost,Budget Mismatch,Unqualified,,,,27177000.0,True,False
LEA-003392,2025-08-11 00:00:00,CMP-0031,Outdoor,Outdoor,CST,Cabin,17531000.0,23718000.0,North Coast,Egyptian,Egypt,High Net Worth,Primary Residence,Bank Mortgage,41,AGT-013,,2025-08-11 00:21:49,2025-08-11 00:53:40,2025-08-11 00:53:40,lost,Unresponsive,Unqualified,,,,20624000.0,True,False
LEA-003393,2024-07-09 00:00:00,CMP-0042,Organic Website,Organic Website,CST,Cabin,21386000.0,28934000.0,North Coast,Egyptian,Egypt,Investor,Rental Income,Cash,48,AGT-011,,2024-07-09 00:20:18,2024-07-09 01:15:54,2024-07-09 01:15:54,lost,Unresponsive,Unqualified,,,,25160000.0,True,False
LEA-003394,2025-05-22 00:00:00,CMP-0031,Outdoor,Outdoor,CST,Cabin,20451000.0,27669000.0,North Coast,Emirati,UAE,High Net Worth,Second Home,Undecided,99,AGT-013,,2025-05-22 00:08:47,2025-05-22 04:46:09,2025-05-22 18:00:19,dormant,,Qualified,,,,24060000.0,True,False
LEA-003395,2024-09-15 00:00:00,CMP-0032,WhatsApp,WhatsApp,CST,Chalet,18800000.0,25435000.0,North Coast,Egyptian,Egypt,Investor,Primary Residence,Developer Payment Plan,45,AGT-011,,2024-09-15 00:32:39,2024-09-15 02:00:53,2024-09-15 02:00:53,lost,Price Objection,Unqualified,,,,22117000.0,True,False
LEA-003396,2026-01-06 00:00:00,CMP-0040,Google Search,Google Search,CST,Chalet,18493000.0,25020000.0,North Coast,Egyptian,Egypt,Investor,Rental Income,Developer Payment Plan,84,AGT-014,BRK-06,2026-01-06 00:20:25,2026-01-06 03:18:53,2026-01-20 00:23:50,dormant,,Qualified,2026-01-19,2026-01-20,,21756000.0,True,False
LEA-003397,2025-08-20 00:00:00,CMP-0041,Outdoor,Outdoor,CST,Cabin,20510000.0,27748000.0,North Coast,Kuwaiti,Kuwait,Investor,Second Home,Cash,51,AGT-012,,2025-08-20 00:38:30,2025-08-20 01:05:01,2025-08-26 14:31:48,dormant,,Qualified,2025-08-26,2025-08-26,,24129000.0,True,False
LEA-003398,2025-03-23 00:00:00,CMP-0038,Google Display,Google Display,CST,Chalet,20462000.0,27684000.0,North Coast,Egyptian,Egypt,High Net Worth,Second Home,Cash,63,AGT-011,,,,2025-03-23 00:00:00,lost,Timeline Mismatch,Unqualified,,,,24073000.0,False,False
LEA-003399,2025-11-06 00:00:00,CMP-0035,Referrals,Referrals,CST,Cabin,19914000.0,26943000.0,North Coast,Egyptian,Egypt,High Net Worth,Primary Residence,Developer Payment Plan,54,AGT-014,,2025-11-06 00:09:05,2025-11-06 02:02:00,2025-11-06 02:02:00,lost,Location Preference Changed,Unqualified,,,,23429000.0,True,False
LEA-003400,2025-05-12 00:00:00,CMP-0027,Referrals,Referrals,CST,Chalet,26803000.0,36263000.0,North Coast,Saudi,Egypt,First-Time Buyer,Investment / Resale,Undecided,43,AGT-014,,2025-05-12 00:34:02,2025-05-12 01:14:56,2025-05-12 01:14:56,lost,Location Preference Changed,Unqualified,,,,31533000.0,True,False
LEA-003401,2026-06-30 00:00:00,CMP-0031,Outdoor,Outdoor,CST,Villa,17699000.0,23946000.0,North Coast,Egyptian,Egypt,High Net Worth,Investment / Resale,Developer Payment Plan,49,AGT-012,,2026-06-30 00:31:40,2026-06-30 03:37:08,2026-07-03 00:34:56,qualified,,Qualified,,,,20822000.0,True,False
LEA-003402,2024-07-01 00:00:00,CMP-0031,Outdoor,Outdoor,CST,Cabin,25602000.0,34638000.0,North Coast,Egyptian,Egypt,First-Time Buyer,Second Home,Developer Payment Plan,73,AGT-014,,2024-07-01 00:16:25,2024-07-01 05:23:11,2024-07-08 10:57:36,dormant,,Qualified,2024-07-08,,,30120000.0,True,False
LEA-003403,2025-03-05 00:00:00,CMP-0028,Meta,Meta,CST,Cabin,18839000.0,25488000.0,North Coast,Jordanian,Egypt,First-Time Buyer,Investment / Resale,Bank Mortgage,48,AGT-013,,2025-03-05 00:41:38,2025-03-05 03:09:13,2025-03-05 03:09:13,lost,Chose Competitor Project,Unqualified,,,,22164000.0,True,False
LEA-003404,2026-06-11 00:00:00,CMP-0023,Outdoor,Outdoor,CST,Villa,24564000.0,33234000.0,North Coast,Egyptian,Egypt,Mass Affluent,Investment / Resale,Bank Mortgage,48,AGT-012,,2026-06-11 00:25:52,2026-06-11 02:17:34,2026-06-22 11:01:39,site_visit_completed,,Qualified,2026-06-20,2026-06-22,,28899000.0,True,False
LEA-003405,2025-05-11 00:00:00,CMP-0024,Organic Website,Organic Website,CST,Villa,18459000.0,24974000.0,North Coast,Egyptian,Egypt,First-Time Buyer,Primary Residence,Bank Mortgage,61,AGT-011,,2025-05-11 00:14:05,2025-05-11 03:46:51,2025-05-11 03:46:51,lost,Unresponsive,Unqualified,,,,21717000.0,True,False
LEA-003406,2025-09-16 00:00:00,CMP-0023,Outdoor,Outdoor,CST,Villa,18781000.0,25410000.0,North Coast,Egyptian,Egypt,Investor,Investment / Resale,Bank Mortgage,52,AGT-012,,2025-09-16 00:20:39,2025-09-16 03:22:30,2025-09-17 22:50:39,dormant,,Qualified,,,,22095000.0,True,False
LEA-003407,2025-12-20 00:00:00,CMP-0037,Outdoor,Outdoor,CST,Villa,21691000.0,29346000.0,North Coast,Jordanian,Egypt,Mass Affluent,Primary Residence,Bank Mortgage,23,AGT-014,,2025-12-20 00:28:12,2025-12-20 05:38:58,2025-12-20 05:38:58,lost,Financing Declined,Unqualified,,,,25519000.0,True,False
LEA-003408,2026-06-30 00:00:00,CMP-0031,Outdoor,Outdoor,CST,Villa,22109000.0,29912000.0,North Coast,Egyptian,Egypt,High Net Worth,Rental Income,Undecided,39,AGT-014,,2026-06-30 00:29:00,2026-06-30 04:43:00,2026-07-01 05:02:45,qualified,,Qualified,,,,26010000.0,True,False
LEA-003409,2024-08-14 00:00:00,CMP-0032,WhatsApp,WhatsApp,CST,Cabin,25153000.0,34030000.0,North Coast,Egyptian,Egypt,High Net Worth,Investment / Resale,Bank Mortgage,69,AGT-013,,2024-08-14 00:50:55,2024-08-14 02:03:00,2024-08-31 21:29:10,dormant,,Qualified,2024-08-20,2024-08-22,,29592000.0,False,False
LEA-003410,2025-11-10 00:00:00,CMP-0028,Meta,Meta,CST,Cabin,18951000.0,25640000.0,North Coast,Egyptian,Egypt,Mass Affluent,Primary Residence,Bank Mortgage,40,AGT-012,,2025-11-10 00:03:00,2025-11-10 03:09:16,2025-11-29 07:44:15,dormant,,Qualified,2025-11-15,2025-11-17,,22295000.0,True,True
LEA-003411,2025-07-06 00:00:00,CMP-0036,Organic Website,Organic Website,CST,Chalet,20972000.0,28374000.0,North Coast,Egyptian,Egypt,Mass Affluent,Primary Residence,Undecided,86,AGT-011,,2025-07-06 00:42:55,2025-07-06 04:54:30,2025-07-06 04:54:30,lost,Chose Competitor Project,Unqualified,,,,24673000.0,True,False
LEA-003412,2024-07-01 00:00:00,CMP-0039,WhatsApp,WhatsApp,CST,Villa,23433000.0,31704000.0,North Coast,Egyptian,Egypt,High Net Worth,Rental Income,Bank Mortgage,43,AGT-011,,2024-07-01 00:20:01,2024-07-01 01:46:50,2024-07-01 01:46:50,lost,Unresponsive,Unqualified,,,,27569000.0,True,False
LEA-003413,2024-07-27 00:00:00,CMP-0025,Organic Website,Organic Website,CST,Cabin,25718000.0,34794000.0,North Coast,Egyptian,Egypt,Mass Affluent,Second Home,Undecided,99,AGT-013,,2024-07-27 00:43:50,2024-07-27 03:53:49,2024-07-27 03:53:49,lost,Location Preference Changed,Unqualified,,,,30256000.0,False,False
LEA-003414,2026-06-30 00:00:00,CMP-0041,Outdoor,Outdoor,CST,Chalet,27032000.0,36573000.0,North Coast,Emirati,UAE,Investor,Primary Residence,Developer Payment Plan,36,AGT-011,BRK-10,2026-06-30 00:24:15,2026-06-30 05:40:35,2026-06-30 05:40:35,contacted,,Unqualified,,,,31803000.0,True,False
LEA-003415,2025-06-08 00:00:00,CMP-0040,Google Search,Google Search,CST,Chalet,22421000.0,30335000.0,North Coast,Emirati,UAE,First-Time Buyer,Primary Residence,Undecided,46,AGT-013,,2025-06-08 00:27:53,2025-06-08 01:26:21,2025-06-08 01:26:21,lost,Timeline Mismatch,Unqualified,,,,26378000.0,True,False
LEA-003416,2026-06-30 00:00:00,CMP-0027,Referrals,Referrals,CST,Cabin,25824000.0,34939000.0,North Coast,Egyptian,Egypt,First-Time Buyer,Rental Income,Undecided,86,AGT-013,,2026-06-30 00:27:56,2026-06-30 02:09:47,2026-06-30 02:09:47,contacted,,Unqualified,,,,30382000.0,True,False
LEA-003417,2025-09-01 00:00:00,CMP-0027,Referrals,Referrals,CST,Villa,18723000.0,25331000.0,North Coast,Saudi,Saudi Arabia,Investor,Rental Income,Undecided,48,AGT-014,,,,2025-09-01 00:00:00,lost,Budget Mismatch,Unqualified,,,,22027000.0,True,False
LEA-003418,2024-09-01 00:00:00,CMP-0030,TikTok,TikTok,CST,Cabin,23367000.0,31614000.0,North Coast,Kuwaiti,Kuwait,Mass Affluent,Second Home,Cash,68,AGT-012,,2024-09-01 00:48:35,2024-09-01 01:20:45,2024-09-01 23:25:16,dormant,,Qualified,,,,27490000.0,True,False
LEA-003419,2026-05-20 00:00:00,CMP-0040,Google Search,Google Search,CST,Villa,17470000.0,23636000.0,North Coast,Emirati,UAE,Investor,Investment / Resale,Cash,16,AGT-013,,2026-05-20 00:03:00,2026-05-20 02:51:08,2026-05-20 02:51:08,lost,Chose Competitor Project,Unqualified,,,,20553000.0,True,False
LEA-003420,2025-12-28 00:00:00,CMP-0031,Outdoor,Outdoor,CST,Cabin,21958000.0,29708000.0,North Coast,Jordanian,Egypt,Mass Affluent,Rental Income,Undecided,74,AGT-014,,2025-12-28 00:30:07,2025-12-28 05:06:26,2025-12-28 05:06:26,lost,Budget Mismatch,Unqualified,,,,25833000.0,True,False
LEA-003421,2026-06-30 00:00:00,CMP-0026,TikTok,TikTok,CST,Chalet,15273000.0,20664000.0,North Coast,Egyptian,Egypt,High Net Worth,Second Home,Developer Payment Plan,54,AGT-013,,2026-06-30 00:33:13,2026-06-30 02:38:05,2026-06-30 23:34:34,qualified,,Qualified,,,,17968000.0,True,False
LEA-003422,2026-06-30 00:00:00,CMP-0038,Google Display,Google Display,CST,Chalet,16387000.0,22171000.0,North Coast,Egyptian,Egypt,Mass Affluent,Second Home,Developer Payment Plan,67,AGT-012,,2026-06-30 00:27:03,2026-06-30 04:44:57,2026-07-15 03:29:23,site_visit_completed,,Qualified,2026-07-12,2026-07-15,,19279000.0,True,False
LEA-003423,2026-06-30 00:00:00,CMP-0028,Meta,Meta,CST,Villa,24207000.0,32750000.0,North Coast,Egyptian,Egypt,Investor,Rental Income,Undecided,52,AGT-011,,2026-06-30 00:44:45,2026-06-30 03:25:31,2026-06-30 03:25:31,contacted,,Unqualified,,,,28478000.0,True,False
LEA-003424,2024-12-15 00:00:00,CMP-0028,Meta,Meta,CST,Cabin,15873000.0,21475000.0,North Coast,British,United Kingdom,Mass Affluent,Primary Residence,Developer Payment Plan,70,AGT-012,,2024-12-15 01:03:45,2024-12-15 06:36:24,2024-12-15 06:36:24,lost,Timeline Mismatch,Unqualified,,,,18674000.0,True,False
LEA-003425,2026-05-11 00:00:00,CMP-0038,Google Display,Google Display,CST,Villa,21125000.0,28581000.0,North Coast,Egyptian,Egypt,Investor,Investment / Resale,Cash,62,AGT-014,,,,2026-05-11 00:00:00,lost,Chose Competitor Project,Unqualified,,,,24853000.0,False,False
LEA-003426,2025-05-16 00:00:00,CMP-0023,Outdoor,Outdoor,CST,Chalet,25061000.0,33906000.0,North Coast,Egyptian,Egypt,First-Time Buyer,Investment / Resale,Undecided,55,AGT-011,,2025-05-16 00:18:36,2025-05-16 05:19:48,2025-05-16 05:19:48,lost,Budget Mismatch,Unqualified,,,,29484000.0,True,False
LEA-003427,2024-07-01 00:00:00,CMP-0038,Google Display,Google Display,CST,Villa,17039000.0,23053000.0,North Coast,Egyptian,Egypt,Mass Affluent,Primary Residence,Cash,62,AGT-012,,2024-07-01 00:34:09,2024-07-01 06:00:39,2024-07-05 01:43:38,dormant,,Qualified,,,,20046000.0,True,False
LEA-003428,2025-07-22 00:00:00,CMP-0036,Organic Website,Organic Website,CST,Cabin,19007000.0,25715000.0,North Coast,Egyptian,Egypt,High Net Worth,Rental Income,Developer Payment Plan,75,AGT-014,,2025-07-22 00:03:00,2025-07-22 05:36:23,2025-07-22 05:36:23,lost,Budget Mismatch,Unqualified,,,,22361000.0,True,False
LEA-003429,2024-09-10 00:00:00,CMP-0041,Outdoor,Outdoor,CST,Chalet,17053000.0,23071000.0,North Coast,Egyptian,Egypt,First-Time Buyer,Investment / Resale,Developer Payment Plan,67,AGT-012,BRK-07,2024-09-10 00:45:02,2024-09-10 04:36:53,2024-09-24 03:15:16,dormant,,Qualified,2024-09-16,2024-09-16,,20062000.0,True,False
LEA-003430,2025-07-11 00:00:00,CMP-0028,Meta,Meta,CST,Chalet,20809000.0,28153000.0,North Coast,Egyptian,Egypt,Investor,Second Home,Cash,99,AGT-012,,2025-07-11 00:55:33,2025-07-11 04:40:18,2025-07-11 04:40:18,lost,Timeline Mismatch,Unqualified,,,,24481000.0,True,False
LEA-003431,2024-07-01 00:00:00,CMP-0023,Outdoor,Outdoor,CST,Chalet,21167000.0,28638000.0,North Coast,Egyptian,Egypt,High Net Worth,Second Home,Bank Mortgage,58,AGT-013,,2024-07-01 00:42:47,2024-07-01 03:39:16,2024-07-01 03:39:16,lost,Timeline Mismatch,Unqualified,,,,24903000.0,True,False
LEA-003432,2024-08-04 00:00:00,CMP-0024,Organic Website,Organic Website,CST,Cabin,24320000.0,32903000.0,North Coast,Egyptian,Egypt,Mass Affluent,Second Home,Cash,73,AGT-014,,,,2024-08-04 00:00:00,lost,Chose Competitor Project,Unqualified,,,,28612000.0,True,False
LEA-003433,2025-12-19 00:00:00,CMP-0031,Outdoor,Outdoor,CST,Chalet,24596000.0,33277000.0,North Coast,Egyptian,Egypt,Mass Affluent,Rental Income,Developer Payment Plan,60,AGT-013,,2025-12-19 00:20:55,2025-12-19 01:14:08,2025-12-23 00:50:15,dormant,,Qualified,,,,28937000.0,True,False
LEA-003434,2024-07-07 00:00:00,CMP-0030,TikTok,TikTok,CST,Chalet,20702000.0,28008000.0,North Coast,Egyptian,Egypt,High Net Worth,Investment / Resale,Cash,46,AGT-013,,,,2024-07-07 00:00:00,lost,Financing Declined,Unqualified,,,,24355000.0,True,False
LEA-003435,2024-07-05 00:00:00,CMP-0025,Organic Website,Organic Website,CST,Cabin,16257000.0,21994000.0,North Coast,Emirati,UAE,High Net Worth,Investment / Resale,Developer Payment Plan,65,AGT-013,,2024-07-05 00:29:54,2024-07-05 03:09:48,2024-07-07 12:59:09,dormant,,Qualified,,,,19126000.0,True,False
LEA-003436,2025-05-23 00:00:00,CMP-0036,Organic Website,Organic Website,CST,Chalet,25971000.0,35137000.0,North Coast,Egyptian,Egypt,Investor,Rental Income,Developer Payment Plan,35,AGT-012,,2025-05-23 00:29:15,2025-05-23 03:15:49,2025-05-23 03:15:49,lost,Budget Mismatch,Unqualified,,,,30554000.0,True,False
LEA-003437,2024-12-09 00:00:00,CMP-0025,Organic Website,Organic Website,CST,Chalet,21654000.0,29296000.0,North Coast,Emirati,UAE,High Net Worth,Second Home,Cash,99,AGT-013,,2024-12-09 00:22:10,2024-12-09 05:05:51,2024-12-13 04:06:25,dormant,,Qualified,,,,25475000.0,True,False
LEA-003438,2026-06-30 00:00:00,CMP-0042,Organic Website,Organic Website,CST,Villa,25496000.0,34495000.0,North Coast,Egyptian,Egypt,First-Time Buyer,Investment / Resale,Developer Payment Plan,47,AGT-014,,2026-06-30 00:36:38,2026-06-30 03:53:36,2026-06-30 03:53:36,contacted,,Unqualified,,,,29996000.0,True,False
LEA-003439,2024-07-01 00:00:00,CMP-0034,Referrals,Referrals,CST,Villa,22096000.0,29895000.0,North Coast,Egyptian,Egypt,First-Time Buyer,Second Home,Cash,6,AGT-012,,2024-07-01 00:03:00,2024-07-01 01:47:14,2024-07-01 01:47:14,lost,Timeline Mismatch,Unqualified,,,,25996000.0,True,False
LEA-003440,2024-07-01 00:00:00,CMP-0030,TikTok,TikTok,CST,Villa,25283000.0,34207000.0,North Coast,Egyptian,Egypt,Investor,Primary Residence,Developer Payment Plan,72,AGT-012,,2024-07-01 00:34:48,2024-07-01 06:17:36,2024-07-02 00:46:11,dormant,,Qualified,,,,29745000.0,True,False
LEA-003441,2024-08-16 00:00:00,CMP-0038,Google Display,Google Display,CST,Villa,22478000.0,30412000.0,North Coast,Egyptian,Egypt,High Net Worth,Investment / Resale,Undecided,77,AGT-012,,2024-08-16 00:25:23,2024-08-16 05:52:22,2024-08-16 05:52:22,lost,Unresponsive,Unqualified,,,,26445000.0,True,False
LEA-003442,2025-02-19 00:00:00,CMP-0031,Outdoor,Outdoor,CST,Villa,24102000.0,32608000.0,North Coast,Saudi,Saudi Arabia,Investor,Rental Income,Bank Mortgage,49,AGT-012,,2025-02-19 00:40:32,2025-02-19 03:48:50,2025-02-19 03:48:50,lost,Financing Declined,Unqualified,,,,28355000.0,True,False
LEA-003443,2026-03-21 00:00:00,CMP-0036,Organic Website,Organic Website,CST,Cabin,19060000.0,25787000.0,North Coast,Saudi,Egypt,Investor,Primary Residence,Cash,40,AGT-014,,2026-03-21 00:30:09,2026-03-21 01:00:27,2026-03-21 01:00:27,lost,Location Preference Changed,Unqualified,,,,22424000.0,True,False
LEA-003444,2025-09-11 00:00:00,CMP-0025,Organic Website,Organic Website,CST,Villa,17411000.0,23556000.0,North Coast,Egyptian,Egypt,First-Time Buyer,Second Home,Developer Payment Plan,72,AGT-014,,,,2025-09-11 00:00:00,lost,Unresponsive,Unqualified,,,,20483000.0,True,False
LEA-003445,2026-05-11 00:00:00,CMP-0032,WhatsApp,WhatsApp,CST,Cabin,16409000.0,22200000.0,North Coast,Egyptian,Egypt,First-Time Buyer,Second Home,Cash,40,AGT-014,BRK-10,2026-05-11 00:28:46,2026-05-11 03:27:27,2026-05-11 03:27:27,lost,Chose Competitor Project,Unqualified,,,,19305000.0,True,False
LEA-003446,2026-05-23 00:00:00,CMP-0033,TikTok,TikTok,CST,Chalet,20346000.0,27527000.0,North Coast,Egyptian,Egypt,First-Time Buyer,Second Home,Undecided,94,AGT-013,,2026-05-23 00:25:17,2026-05-23 05:27:28,2026-05-23 05:27:28,lost,Price Objection,Unqualified,,,,23936000.0,True,False
LEA-003447,2026-06-30 00:00:00,CMP-0035,Referrals,Referrals,CST,Villa,25711000.0,34785000.0,North Coast,Egyptian,Egypt,Mass Affluent,Primary Residence,Cash,84,AGT-011,BRK-03,2026-06-30 00:05:55,2026-06-30 03:44:45,2026-06-30 03:44:45,contacted,,Unqualified,,,,30248000.0,True,False
LEA-003448,2026-05-07 00:00:00,CMP-0040,Google Search,Google Search,CST,Cabin,20030000.0,27100000.0,North Coast,Egyptian,Egypt,High Net Worth,Rental Income,Developer Payment Plan,47,AGT-013,,2026-05-07 00:37:06,2026-05-07 02:11:06,2026-05-07 02:11:06,lost,Timeline Mismatch,Unqualified,,,,23565000.0,True,False
LEA-003449,2024-09-19 00:00:00,CMP-0026,TikTok,TikTok,CST,Villa,17361000.0,23488000.0,North Coast,Egyptian,Egypt,Investor,Primary Residence,Bank Mortgage,28,AGT-012,,2024-09-19 00:36:16,2024-09-19 03:09:12,2024-09-22 20:20:17,dormant,,Qualified,,,,20424000.0,True,False
LEA-003450,2025-07-20 00:00:00,CMP-0041,Outdoor,Outdoor,CST,Cabin,21606000.0,29232000.0,North Coast,Egyptian,Egypt,Investor,Primary Residence,Undecided,62,AGT-013,,,,2025-07-20 00:00:00,lost,Location Preference Changed,Unqualified,,,,25419000.0,True,False
LEA-003451,2024-07-01 00:00:00,CMP-0041,Outdoor,Outdoor,CST,Villa,22339000.0,30224000.0,North Coast,Emirati,UAE,High Net Worth,Primary Residence,Cash,42,AGT-013,,2024-07-01 00:28:57,2024-07-01 02:57:43,2024-07-08 21:12:34,dormant,,Qualified,2024-07-08,2024-07-08,,26281000.0,True,False
LEA-003452,2025-05-16 00:00:00,CMP-0035,Referrals,Referrals,CST,Villa,25164000.0,34045000.0,North Coast,Emirati,UAE,Mass Affluent,Primary Residence,Developer Payment Plan,19,AGT-011,,2025-05-16 00:03:53,2025-05-16 03:44:57,2025-05-16 03:44:57,lost,Budget Mismatch,Unqualified,,,,29604000.0,True,False
LEA-003453,2025-01-26 00:00:00,CMP-0040,Google Search,Google Search,CST,Villa,18424000.0,24927000.0,North Coast,Egyptian,Egypt,Investor,Primary Residence,Undecided,78,AGT-011,,2025-01-26 00:23:23,2025-01-26 02:13:24,2025-01-26 02:13:24,lost,Location Preference Changed,Unqualified,,,,21675000.0,True,False
LEA-003454,2025-06-18 00:00:00,CMP-0031,Outdoor,Outdoor,CST,Chalet,16008000.0,21658000.0,North Coast,Egyptian,Egypt,First-Time Buyer,Rental Income,Developer Payment Plan,97,AGT-011,,,,2025-06-18 00:00:00,lost,Location Preference Changed,Unqualified,,,,18833000.0,True,False
LEA-003455,2024-09-08 00:00:00,CMP-0030,TikTok,TikTok,CST,Villa,23075000.0,31219000.0,North Coast,Egyptian,Egypt,Mass Affluent,Primary Residence,Cash,38,AGT-014,,2024-09-08 00:48:05,2024-09-08 05:49:24,2024-09-08 05:49:24,lost,Chose Competitor Project,Unqualified,,,,27147000.0,True,False
LEA-003456,2026-01-14 00:00:00,CMP-0024,Organic Website,Organic Website,CST,Villa,23601000.0,31931000.0,North Coast,Egyptian,Egypt,High Net Worth,Investment / Resale,Developer Payment Plan,57,AGT-011,,2026-01-14 00:28:06,2026-01-14 01:48:21,2026-01-23 00:25:02,dormant,,Qualified,2026-01-20,2026-01-23,,27766000.0,True,False
