sale_id,unit_id,project_id,customer_id,reservation_date,contract_date,sales_agent_id,team_id,broker_id,lead_id,lead_source,campaign_id,gross_price,discount_value,discount_pct,net_sales_value,commission_value,payment_plan_years,down_payment_value,reservation_deposit,sales_channel,buyer_type,contract_status,cancellation_flag,cancellation_date,cancellation_reason,days_lead_to_reservation,days_reservation_to_contract,down_payment_pct,expected_handover_date,forecast_handover_date
SAL-000770,HVW-P3-B4-01624,HVW,CUS-000770,2026-06-06,,AGT-022,Team Nile,,,Direct / Walk-In,,5077273.2,436645.5,8.6,4640627.7,0.0,8,501187.79,101545.46,Direct,End-User,Cancelled,True,2026-06-30,Failed Credit Check,,,10.8,2026-09-30,2026-09-30
SAL-000771,HVW-P3-B2-01522,HVW,CUS-000771,2025-04-01,2025-04-04,AGT-028,Team Delta,,,Direct / Walk-In,,4330437.0,181878.35,4.2,4148558.65,0.0,7,535164.07,86608.74,Direct,End-User,Contracted,False,,,,2.0,12.9,2026-09-30,2026-09-30
SAL-000772,HVW-P1-B4-01218,HVW,CUS-000772,2025-08-15,2025-08-31,AGT-027,Team Delta,,,Direct / Walk-In,,4454755.2,222737.76,5.0,4232017.44,0.0,6,723674.98,89095.1,Direct,End-User,Contracted,False,,,,15.0,17.1,2026-09-30,2026-09-30
SAL-000773,HVW-P1-B1-01072,HVW,CUS-000773,2025-08-05,2025-09-04,AGT-026,Team Delta,BRK-01,,Broker Referral,,1872417.6,86131.21,4.6,1786286.39,36976.13,7,273301.82,37448.35,Broker,End-User,Contracted,False,,,,30.0,15.3,2026-09-30,2026-09-30
SAL-000774,HVW-P3-B4-01613,HVW,CUS-000774,2026-04-03,2026-04-30,AGT-027,Team Delta,,,Direct / Walk-In,,2446666.5,149246.66,6.1,2297419.84,0.0,6,314746.52,48933.33,Direct,End-User,Contracted,False,,,,26.0,13.7,2026-09-30,2026-09-30
SAL-000775,HVW-P3-B4-01631,HVW,CUS-000775,2025-01-13,2025-01-22,AGT-022,Team Nile,,,Direct / Walk-In,,4395204.9,575771.84,13.1,3819433.06,0.0,8,229165.98,87904.1,Direct,End-User,Contracted,False,,,,9.0,6.0,2026-09-30,2026-09-30
SAL-000776,HVW-P1-B3-01179,HVW,CUS-000776,2025-10-31,,AGT-028,Team Delta,BRK-06,,Broker Referral,,4495626.0,229276.93,5.1,4266349.07,96846.12,6,593022.52,89912.52,Broker,End-User,Cancelled,True,2025-12-11,Financing Fell Through,,,13.9,2026-09-30,2026-09-30
SAL-000777,HVW-P1-B3-01171,HVW,CUS-000777,2025-05-16,2025-06-06,AGT-019,Team Nile,BRK-13,,Broker Referral,,3967411.0,349132.17,8.8,3618278.83,74174.72,8,199005.34,79348.22,Broker,End-User,Cancelled,True,2025-09-01,Personal / Financial Hardship,,20.0,5.5,2026-09-30,2026-09-30
SAL-000778,HVW-P2-B1-01258,HVW,CUS-000778,2025-09-12,2025-10-01,AGT-028,Team Delta,,,Direct / Walk-In,,4740357.8,161172.17,3.4,4579185.63,0.0,7,595294.13,94807.16,Direct,End-User,Contracted,False,,,,18.0,13.0,2026-09-30,2026-09-30
SAL-000779,HVW-P3-B4-01606,HVW,CUS-000779,2026-05-26,,AGT-024,Team Delta,,,Direct / Walk-In,,5537937.6,315662.44,5.7,5222275.16,0.0,7,720673.97,110758.75,Direct,End-User,Reserved,False,,,,,13.8,2026-09-30,2026-09-30
SAL-000780,HVW-P1-B2-01118,HVW,CUS-000780,2025-10-31,2025-11-27,AGT-028,Team Delta,,,Direct / Walk-In,,3050655.0,183039.3,6.0,2867615.7,0.0,6,533376.52,61013.1,Direct,End-User,Contracted,False,,,,27.0,18.6,2026-09-30,2026-09-30
SAL-000781,HVW-P1-B1-01092,HVW,CUS-000781,2024-12-09,2024-12-19,AGT-023,Team Nile,,,Direct / Walk-In,,6453644.4,606642.57,9.4,5847001.83,0.0,7,479454.15,129072.89,Direct,End-User,Cancelled,True,2025-02-10,Personal / Financial Hardship,,9.0,8.2,2026-09-30,2026-09-30
SAL-000782,HVW-P1-B4-01208,HVW,CUS-000782,2026-03-30,2026-04-15,AGT-028,Team Delta,,,Direct / Walk-In,,3058728.6,94820.59,3.1,2963908.01,0.0,5,468297.47,61174.57,Direct,End-User,Contracted,False,,,,16.0,15.8,2026-09-30,2026-09-30
SAL-000783,HVW-P2-B2-01319,HVW,CUS-000783,2024-08-08,,AGT-028,Team Delta,,,Direct / Walk-In,,4825935.4,193037.42,4.0,4632897.98,0.0,7,898782.21,96518.71,Direct,End-User,Reserved,False,,,,,19.4,2026-09-30,2026-09-30
SAL-000784,HVW-P1-B4-01243,HVW,CUS-000784,2025-09-18,,AGT-023,Team Nile,,,Direct / Walk-In,,5583597.3,776120.02,13.9,4807477.28,0.0,8,249988.82,111671.95,Direct,End-User,Reserved,False,,,,,5.2,2026-09-30,2026-09-30
SAL-000785,HVW-P1-B4-01222,HVW,CUS-000785,2025-07-22,2025-08-04,AGT-027,Team Delta,,,Direct / Walk-In,,4661104.6,209749.71,4.5,4451354.89,0.0,7,583127.49,93222.09,Direct,End-User,Contracted,False,,,,12.0,13.1,2026-09-30,2026-09-30
SAL-000786,HVW-P1-B2-01138,HVW,CUS-000786,2025-09-05,2025-09-20,AGT-024,Team Delta,,,Direct / Walk-In,,4265936.0,157839.63,3.7,4108096.37,0.0,7,505295.85,85318.72,Direct,End-User,Contracted,False,,,,14.0,12.3,2026-09-30,2026-09-30
SAL-000787,HVW-P1-B2-01115,HVW,CUS-000787,2024-10-03,,AGT-023,Team Nile,,,Direct / Walk-In,,4355911.8,487862.12,11.2,3868049.68,0.0,7,290103.73,87118.24,Direct,End-User,Cancelled,True,2024-12-17,Personal / Financial Hardship,,,7.5,2026-09-30,2026-09-30
SAL-000788,HVW-P2-B1-01253,HVW,CUS-000788,2025-02-13,2025-02-26,AGT-022,Team Nile,,,Direct / Walk-In,,2901207.0,374255.7,12.9,2526951.3,0.0,7,202156.1,58024.14,Direct,End-User,Contracted,False,,,,13.0,8.0,2026-09-30,2026-09-30
SAL-000789,HVW-P2-B1-01297,HVW,CUS-000789,2025-03-20,2025-03-28,AGT-028,Team Delta,,,Direct / Walk-In,,5972865.0,238914.6,4.0,5733950.4,0.0,6,940367.87,119457.3,Direct,End-User,Contracted,False,,,,7.0,16.4,2026-09-30,2026-09-30
SAL-000790,HVW-P1-B4-01214,HVW,CUS-000790,2025-04-13,,AGT-025,Team Delta,,,Direct / Walk-In,,2739884.6,117815.04,4.3,2622069.56,0.0,5,340869.04,54797.69,Direct,End-User,Reserved,False,,,,,13.0,2026-09-30,2026-09-30
SAL-000791,HVW-P2-B4-01425,HVW,CUS-000791,2025-01-28,,AGT-021,Team Nile,,,Direct / Walk-In,,3434456.0,419003.63,12.2,3015452.37,0.0,8,183942.59,68689.12,Direct,End-User,Reserved,False,,,,,6.1,2026-09-30,2026-09-30
SAL-000792,HVW-P1-B2-01140,HVW,CUS-000792,2025-06-11,,AGT-021,Team Nile,,,Direct / Walk-In,,5827547.4,664340.4,11.4,5163207.0,0.0,8,428546.18,116550.95,Direct,End-User,Reserved,False,,,,,8.3,2026-09-30,2026-09-30
SAL-000793,HVW-P2-B3-01368,HVW,CUS-000793,2026-06-13,,AGT-027,Team Delta,,,Direct / Walk-In,,2312855.1,131832.74,5.7,2181022.36,0.0,5,292257.0,46257.1,Direct,End-User,Reserved,False,,,,,13.4,2026-09-30,2026-09-30
SAL-000794,HVW-P3-B4-01627,HVW,CUS-000794,2025-11-06,2025-11-11,AGT-027,Team Delta,,,Direct / Walk-In,,4206232.8,222930.34,5.3,3983302.46,0.0,7,689111.33,84124.66,Direct,End-User,Cancelled,True,2025-12-18,Failed Credit Check,,5.0,17.3,2026-09-30,2026-09-30
SAL-000795,HVW-P1-B3-01166,HVW,CUS-000795,2025-05-20,2025-06-13,AGT-023,Team Nile,,,Direct / Walk-In,,5050828.8,616201.11,12.2,4434627.69,0.0,7,461201.28,101016.58,Direct,End-User,Contracted,False,,,,23.0,10.4,2026-09-30,2026-09-30
SAL-000796,HVW-P3-B1-01483,HVW,CUS-000796,2025-07-13,2025-07-17,AGT-024,Team Delta,,,Direct / Walk-In,,3560850.6,128190.62,3.6,3432659.98,0.0,6,446245.8,71217.01,Direct,End-User,Contracted,False,,,,4.0,13.0,2026-09-30,2026-09-30
SAL-000797,HVW-P1-B4-01217,HVW,CUS-000797,2026-01-06,2026-02-07,AGT-027,Team Delta,,,Direct / Walk-In,,4391280.0,144912.24,3.3,4246367.76,0.0,6,522303.23,87825.6,Direct,End-User,Contracted,False,,,,32.0,12.3,2026-09-30,2026-09-30
SAL-000798,HVW-P3-B2-01546,HVW,CUS-000798,2026-04-18,2026-05-10,AGT-019,Team Nile,,,Direct / Walk-In,,2886371.8,366569.22,12.7,2519802.58,0.0,8,254500.06,57727.44,Direct,End-User,Cancelled,True,2026-06-30,Financing Fell Through,,21.0,10.1,2026-09-30,2026-09-30
SAL-000799,HVW-P1-B1-01083,HVW,CUS-000799,2024-10-01,2024-10-04,AGT-026,Team Delta,,,Direct / Walk-In,,2313399.6,90222.58,3.9,2223177.02,0.0,6,306798.43,46267.99,Direct,End-User,Contracted,False,,,,3.0,13.8,2026-09-30,2026-09-30
SAL-000800,HVW-P1-B1-01074,HVW,CUS-000800,2024-12-05,,AGT-020,Team Nile,,,Direct / Walk-In,,3255163.6,273433.74,8.4,2981729.86,0.0,7,301154.72,65103.27,Direct,End-User,Reserved,False,,,,,10.1,2026-09-30,2026-09-30
SAL-000801,HVW-P1-B3-01174,HVW,CUS-000801,2025-10-22,2025-11-19,AGT-027,Team Delta,,,Direct / Walk-In,,2458434.0,113087.96,4.6,2345346.04,0.0,6,283786.87,49168.68,Direct,End-User,Contracted,False,,,,27.0,12.1,2026-09-30,2026-09-30
SAL-000802,HVW-P1-B3-01183,HVW,CUS-000802,2025-02-10,2025-03-05,AGT-026,Team Delta,,,Direct / Walk-In,,3966718.0,146768.57,3.7,3819949.43,0.0,7,477493.68,79334.36,Direct,End-User,Contracted,False,,,,23.0,12.5,2026-09-30,2026-09-30
SAL-000803,HVW-P2-B2-01307,HVW,CUS-000803,2025-01-27,2025-02-12,AGT-025,Team Delta,,,Direct / Walk-In,,2510810.1,130562.13,5.2,2380247.97,0.0,6,390360.67,50216.2,Direct,End-User,Contracted,False,,,,15.0,16.4,2026-09-30,2026-09-30
SAL-000804,HVW-P1-B2-01116,HVW,CUS-000804,2026-05-30,2026-06-11,AGT-027,Team Delta,,,Direct / Walk-In,,5310641.7,302706.58,5.7,5007935.12,0.0,6,671063.31,106212.83,Direct,End-User,Contracted,False,,,,11.0,13.4,2026-09-30,2026-09-30
SAL-000805,HVW-P1-B1-01076,HVW,CUS-000805,2026-04-05,2026-04-22,AGT-025,Team Delta,,,Direct / Walk-In,,3324462.2,222738.97,6.7,3101723.23,0.0,7,521089.5,66489.24,Direct,End-User,Contracted,False,,,,16.0,16.8,2026-09-30,2026-09-30
SAL-000806,HVW-P3-B4-01643,HVW,CUS-000806,2024-12-22,2025-01-11,AGT-024,Team Delta,,,Direct / Walk-In,,3618411.3,151973.27,4.2,3466438.03,0.0,5,648223.91,72368.23,Direct,End-User,Contracted,False,,,,19.0,18.7,2026-09-30,2026-09-30
SAL-000807,HVW-P2-B4-01445,HVW,CUS-000807,2025-02-05,,AGT-026,Team Delta,,,Direct / Walk-In,,4094853.0,151509.56,3.7,3943343.44,0.0,7,615161.58,81897.06,Direct,End-User,Reserved,False,,,,,15.6,2026-09-30,2026-09-30
SAL-000808,HVW-P1-B1-01082,HVW,CUS-000808,2026-02-06,,AGT-020,Team Nile,,,Direct / Walk-In,,4477464.0,586547.78,13.1,3890916.22,0.0,7,276255.05,89549.28,Direct,End-User,Cancelled,True,2026-03-24,Financing Fell Through,,,7.1,2026-09-30,2026-09-30
SAL-000809,HVW-P3-B3-01586,HVW,CUS-000809,2025-08-25,2025-10-03,AGT-028,Team Delta,,,Direct / Walk-In,,5412870.0,319359.33,5.9,5093510.67,0.0,6,764026.6,108257.4,Direct,End-User,Contracted,False,,,,38.0,15.0,2026-09-30,2026-09-30
SAL-000810,HVW-P3-B3-01561,HVW,CUS-000810,2025-09-05,,AGT-027,Team Delta,,,Direct / Walk-In,,6281037.0,420829.48,6.7,5860207.52,0.0,7,990375.07,125620.74,Direct,End-User,Reserved,False,,,,,16.9,2026-09-30,2026-09-30
SAL-000811,HVW-P3-B4-01610,HVW,CUS-000811,2025-05-08,,AGT-028,Team Delta,,,Direct / Walk-In,,2853328.8,142666.44,5.0,2710662.36,0.0,5,441837.96,57066.58,Direct,End-User,Reserved,False,,,,,16.3,2026-09-30,2026-09-30
SAL-000812,HVW-P2-B4-01441,HVW,CUS-000812,2025-03-05,,AGT-020,Team Nile,,,Direct / Walk-In,,4144997.5,339889.79,8.2,3805107.71,0.0,7,304408.62,82899.95,Direct,End-User,Reserved,False,,,,,8.0,2026-09-30,2026-09-30
SAL-000813,HVW-P2-B4-01406,HVW,CUS-000813,2025-10-14,2025-10-15,AGT-020,Team Nile,,,Direct / Walk-In,,4631286.3,634486.22,13.7,3996800.08,0.0,7,347721.61,92625.73,Direct,End-User,Contracted,False,,,,1.0,8.7,2026-09-30,2026-09-30
SAL-000814,HVW-P1-B3-01181,HVW,CUS-000814,2026-01-25,2026-02-21,AGT-022,Team Nile,,,Direct / Walk-In,,3993346.0,419301.33,10.5,3574044.67,0.0,7,368126.6,79866.92,Direct,End-User,Contracted,False,,,,26.0,10.3,2026-09-30,2026-09-30
SAL-000815,HVW-P1-B3-01186,HVW,CUS-000815,2025-08-12,2025-09-22,AGT-024,Team Delta,,,Direct / Walk-In,,2179435.2,87177.41,4.0,2092257.79,0.0,6,286639.32,43588.7,Direct,End-User,Contracted,False,,,,40.0,13.7,2026-09-30,2026-09-30
SAL-000816,HVW-P3-B1-01496,HVW,CUS-000816,2025-05-21,2025-06-01,AGT-023,Team Nile,,,Direct / Walk-In,,3988561.8,394867.62,9.9,3593694.18,0.0,8,247964.9,79771.24,Direct,End-User,Cancelled,True,2025-08-09,Personal / Financial Hardship,,10.0,6.9,2026-09-30,2026-09-30
SAL-000817,HVW-P1-B4-01246,HVW,CUS-000817,2025-11-03,2025-12-04,AGT-027,Team Delta,,,Direct / Walk-In,,4576369.6,242547.59,5.3,4333822.01,0.0,7,619736.55,91527.39,Direct,End-User,Contracted,False,,,,30.0,14.3,2026-09-30,2026-09-30
SAL-000818,HVW-P2-B3-01363,HVW,CUS-000818,2024-07-15,,AGT-028,Team Delta,,,Direct / Walk-In,,3424343.5,226006.67,6.6,3198336.83,0.0,5,617279.01,68486.87,Direct,End-User,Reserved,False,,,,,19.3,2026-09-30,2026-09-30
SAL-000819,HVW-P1-B1-01062,HVW,CUS-000819,2025-07-14,,AGT-025,Team Delta,,,Direct / Walk-In,,4728172.5,307331.21,6.5,4420841.29,0.0,7,884168.26,94563.45,Direct,End-User,Reserved,False,,,,,20.0,2026-09-30,2026-09-30
SAL-000820,HVW-P2-B1-01301,HVW,CUS-000820,2024-07-28,2024-08-26,AGT-021,Team Nile,,,Direct / Walk-In,,3152961.9,368896.54,11.7,2784065.36,0.0,8,180964.25,63059.24,Direct,End-User,Contracted,False,,,,28.0,6.5,2026-09-30,2026-09-30
SAL-000821,HVW-P3-B1-01468,HVW,CUS-000821,2025-02-17,2025-03-06,AGT-022,Team Nile,,,Direct / Walk-In,,2826141.8,378703.0,13.4,2447438.8,0.0,7,212927.18,56522.84,Direct,End-User,Contracted,False,,,,16.0,8.7,2026-09-30,2026-09-30
SAL-000822,HVW-P3-B4-01650,HVW,CUS-000822,2025-09-24,,AGT-027,Team Delta,,,Direct / Walk-In,,2254106.8,101434.81,4.5,2152671.99,0.0,7,290610.72,45082.14,Direct,End-User,Cancelled,True,2025-11-07,Failed Credit Check,,,13.5,2026-09-30,2026-09-30
SAL-000823,HVW-P3-B2-01518,HVW,CUS-000823,2025-06-28,2025-07-01,AGT-020,Team Nile,,,Direct / Walk-In,,4868294.2,423541.6,8.7,4444752.6,0.0,8,257795.65,97365.88,Direct,End-User,Cancelled,True,2025-09-28,Personal / Financial Hardship,,2.0,5.8,2026-09-30,2026-09-30
SAL-000824,HVW-P2-B3-01369,HVW,CUS-000824,2025-09-13,2025-09-28,AGT-019,Team Nile,,,Direct / Walk-In,,4969404.0,477062.78,9.6,4492341.22,0.0,8,233601.74,99388.08,Direct,End-User,Cancelled,True,2025-12-08,Failed Credit Check,,14.0,5.2,2026-09-30,2026-09-30
SAL-000825,HVW-P2-B2-01350,HVW,CUS-000825,2025-03-04,2025-03-20,AGT-024,Team Delta,,,Direct / Walk-In,,5319264.4,265963.22,5.0,5053301.18,0.0,5,950020.62,106385.29,Direct,End-User,Cancelled,True,2025-05-03,Failed Credit Check,,16.0,18.8,2026-09-30,2026-09-30
SAL-000826,HVW-P3-B3-01555,HVW,CUS-000826,2026-01-12,2026-01-20,AGT-028,Team Delta,,,Direct / Walk-In,,4660848.0,181773.07,3.9,4479074.93,0.0,7,788317.19,93216.96,Direct,End-User,Cancelled,True,2026-02-24,Failed Credit Check,,7.0,17.6,2026-09-30,2026-09-30
SAL-000827,HVW-P3-B2-01529,HVW,CUS-000827,2025-07-26,,AGT-023,Team Nile,,,Direct / Walk-In,,2165706.4,214404.93,9.9,1951301.47,0.0,8,167811.93,43314.13,Direct,End-User,Reserved,False,,,,,8.6,2026-09-30,2026-09-30
SAL-000828,HVW-P3-B1-01470,HVW,CUS-000828,2025-08-29,,AGT-025,Team Delta,,,Direct / Walk-In,,1877634.0,118290.94,6.3,1759343.06,0.0,5,214639.85,37552.68,Direct,End-User,Reserved,False,,,,,12.2,2026-09-30,2026-09-30
SAL-000829,HVW-P2-B2-01324,HVW,CUS-000829,2026-05-25,2026-05-31,AGT-028,Team Delta,,,Direct / Walk-In,,4821132.4,303731.34,6.3,4517401.06,0.0,5,894445.41,96422.65,Direct,End-User,Contracted,False,,,,5.0,19.8,2026-09-30,2026-09-30
SAL-000830,HVW-P2-B1-01300,HVW,CUS-000830,2026-06-25,2026-06-30,AGT-021,Team Nile,,,Direct / Walk-In,,4769775.0,562833.45,11.8,4206941.55,0.0,8,437521.92,95395.5,Direct,End-User,Cancelled,True,2026-06-30,Financing Fell Through,,4.0,10.4,2026-09-30,2026-09-30
SAL-000831,HVW-P1-B2-01136,HVW,CUS-000831,2025-10-11,2025-10-23,AGT-028,Team Delta,,,Direct / Walk-In,,5979432.8,316909.94,5.3,5662522.86,0.0,6,1036241.68,119588.66,Direct,End-User,Contracted,False,,,,12.0,18.3,2026-09-30,2026-09-30
SAL-000832,HVW-P2-B4-01415,HVW,CUS-000832,2025-03-28,,AGT-025,Team Delta,,,Direct / Walk-In,,5842760.0,198653.84,3.4,5644106.16,0.0,6,976430.37,116855.2,Direct,End-User,Reserved,False,,,,,17.3,2026-09-30,2026-09-30
SAL-000833,HVW-P3-B3-01593,HVW,CUS-000833,2026-04-11,2026-05-07,AGT-020,Team Nile,,,Direct / Walk-In,,4137822.9,488263.1,11.8,3649559.8,0.0,7,186127.55,82756.46,Direct,End-User,Contracted,False,,,,26.0,5.1,2026-09-30,2026-09-30
SAL-000834,HVW-P3-B2-01532,HVW,CUS-000834,2024-09-13,,AGT-021,Team Nile,,,Direct / Walk-In,,5228057.5,643051.07,12.3,4585006.43,0.0,7,339290.48,104561.15,Direct,End-User,Cancelled,True,2024-10-30,Financing Fell Through,,,7.4,2026-09-30,2026-09-30
SAL-000835,HVW-P3-B2-01507,HVW,CUS-000835,2024-08-13,2024-09-15,AGT-022,Team Nile,,,Direct / Walk-In,,2457055.9,203935.64,8.3,2253120.26,0.0,7,173490.26,49141.12,Direct,End-User,Cancelled,True,2024-11-03,Personal / Financial Hardship,,33.0,7.7,2026-09-30,2026-09-30
SAL-000836,HVW-P1-B2-01143,HVW,CUS-000836,2025-01-04,,AGT-028,Team Delta,,,Direct / Walk-In,,5627692.5,264501.55,4.7,5363190.95,0.0,7,766936.31,112553.85,Direct,End-User,Reserved,False,,,,,14.3,2026-09-30,2026-09-30
SAL-000837,HVW-P3-B4-01651,HVW,CUS-000837,2025-06-24,2025-07-27,AGT-023,Team Nile,,,Direct / Walk-In,,5911814.8,603005.11,10.2,5308809.69,0.0,8,461866.44,118236.3,Direct,End-User,Contracted,False,,,,33.0,8.7,2026-09-30,2026-09-30
SAL-000838,HVW-P2-B2-01313,HVW,CUS-000838,2025-06-25,2025-07-21,AGT-021,Team Nile,,,Direct / Walk-In,,4049798.6,534573.42,13.2,3515225.18,0.0,8,239035.31,80995.97,Direct,End-User,Cancelled,True,2025-10-08,Personal / Financial Hardship,,25.0,6.8,2026-09-30,2026-09-30
SAL-000839,HVW-P3-B3-01568,HVW,CUS-000839,2026-04-22,2026-05-12,AGT-021,Team Nile,,,Direct / Walk-In,,4444580.0,413345.94,9.3,4031234.06,0.0,8,326529.96,88891.6,Direct,End-User,Contracted,False,,,,19.0,8.1,2026-09-30,2026-09-30
SAL-000840,HVW-P2-B4-01409,HVW,CUS-000840,2025-09-08,,AGT-024,Team Delta,,,Direct / Walk-In,,2287299.3,82342.77,3.6,2204956.53,0.0,7,432171.48,45745.99,Direct,End-User,Reserved,False,,,,,19.6,2026-09-30,2026-09-30
SAL-000841,HVW-P3-B2-01517,HVW,CUS-000841,2025-09-27,,AGT-019,Team Nile,,,Direct / Walk-In,,2572506.2,300983.23,11.7,2271522.97,0.0,7,140834.42,51450.12,Direct,End-User,Reserved,False,,,,,6.2,2026-09-30,2026-09-30
SAL-000842,HVW-P2-B1-01267,HVW,CUS-000842,2025-01-09,,AGT-021,Team Nile,,,Direct / Walk-In,,4322262.4,393325.88,9.1,3928936.52,0.0,8,369320.03,86445.25,Direct,End-User,Reserved,False,,,,,9.4,2026-09-30,2026-09-30
SAL-000843,HVW-P2-B1-01257,HVW,CUS-000843,2024-11-29,2024-12-01,AGT-021,Team Nile,,,Direct / Walk-In,,3583395.4,326088.98,9.1,3257306.42,0.0,7,280128.35,71667.91,Direct,End-User,Contracted,False,,,,2.0,8.6,2026-09-30,2026-09-30
SAL-000844,HVW-P2-B4-01423,HVW,CUS-000844,2024-11-07,2024-11-17,AGT-028,Team Delta,,,Direct / Walk-In,,6410837.6,262844.34,4.1,6147993.26,0.0,6,916051.0,128216.75,Direct,End-User,Contracted,False,,,,10.0,14.9,2026-09-30,2026-09-30
SAL-000845,HVW-P3-B4-01630,HVW,CUS-000845,2025-11-29,2025-11-30,AGT-028,Team Delta,,,Direct / Walk-In,,5529268.8,243287.83,4.4,5285980.97,0.0,5,787611.16,110585.38,Direct,End-User,Contracted,False,,,,1.0,14.9,2026-09-30,2026-09-30
SAL-000846,HVW-P1-B4-01250,HVW,CUS-000846,2025-12-09,2025-12-31,AGT-022,Team Nile,,,Direct / Walk-In,,6398600.0,767832.0,12.0,5630768.0,0.0,8,349107.62,127972.0,Direct,End-User,Contracted,False,,,,22.0,6.2,2026-09-30,2026-09-30
SAL-000847,HVW-P1-B3-01192,HVW,CUS-000847,2025-03-19,2025-03-20,AGT-027,Team Delta,BRK-12,,Broker Referral,,4572482.4,164609.37,3.6,4407873.03,92565.33,5,824272.26,91449.65,Broker,End-User,Contracted,False,,,,1.0,18.7,2026-09-30,2026-09-30
SAL-000848,HVW-P1-B4-01228,HVW,CUS-000848,2024-09-23,2024-10-04,AGT-027,Team Delta,,,Direct / Walk-In,,2643000.0,100434.0,3.8,2542566.0,0.0,5,396640.3,52860.0,Direct,End-User,Contracted,False,,,,10.0,15.6,2026-09-30,2026-09-30
SAL-000849,HVW-P2-B3-01364,HVW,CUS-000849,2026-05-23,2026-05-24,AGT-026,Team Delta,BRK-08,,Broker Referral,,3996361.6,155858.1,3.9,3840503.5,59143.75,5,576075.53,79927.23,Broker,End-User,Contracted,False,,,,1.0,15.0,2026-09-30,2026-09-30
SAL-000850,HVW-P3-B4-01648,HVW,CUS-000850,2025-12-27,2026-01-18,AGT-025,Team Delta,,,Direct / Walk-In,,4615540.8,253854.74,5.5,4361686.06,0.0,5,689146.4,92310.82,Direct,End-User,Contracted,False,,,,22.0,15.8,2026-09-30,2026-09-30
SAL-000851,HVW-P3-B1-01491,HVW,CUS-000851,2025-12-30,2026-01-19,AGT-025,Team Delta,BRK-04,,Broker Referral,,4293064.8,231825.5,5.4,4061239.3,106810.59,5,775696.71,85861.3,Broker,End-User,Contracted,False,,,,20.0,19.1,2026-09-30,2026-09-30
SAL-000852,HVW-P2-B3-01356,HVW,CUS-000852,2026-02-05,2026-02-14,AGT-028,Team Delta,,,Direct / Walk-In,,4217096.9,172900.97,4.1,4044195.93,0.0,5,679424.92,84341.94,Direct,End-User,Contracted,False,,,,9.0,16.8,2026-09-30,2026-09-30
SAL-000853,HVW-P2-B3-01367,HVW,CUS-000853,2025-11-16,,AGT-026,Team Delta,,,Direct / Walk-In,,5740828.2,195188.16,3.4,5545640.04,0.0,6,743115.77,114816.56,Direct,End-User,Reserved,False,,,,,13.4,2026-09-30,2026-09-30
SAL-000854,HVW-P3-B3-01585,HVW,CUS-000854,2025-06-04,2025-06-25,AGT-026,Team Delta,,,Direct / Walk-In,,2993236.0,146668.56,4.9,2846567.44,0.0,7,341588.09,59864.72,Direct,End-User,Contracted,False,,,,21.0,12.0,2026-09-30,2026-09-30
SAL-000855,HVW-P2-B2-01333,HVW,CUS-000855,2026-01-17,2026-02-03,AGT-028,Team Delta,,,Direct / Walk-In,,3801659.7,167273.03,4.4,3634386.67,0.0,7,512448.52,76033.19,Direct,End-User,Cancelled,True,2026-03-12,Financing Fell Through,,17.0,14.1,2026-09-30,2026-09-30
SAL-000856,HVW-P2-B1-01295,HVW,CUS-000856,2026-05-04,2026-05-25,AGT-023,Team Nile,,,Direct / Walk-In,,2599990.4,304198.88,11.7,2295791.52,0.0,8,160705.41,51999.81,Direct,End-User,Contracted,False,,,,21.0,7.0,2026-09-30,2026-09-30
SAL-000857,HVW-P2-B1-01256,HVW,CUS-000857,2025-02-04,2025-02-20,AGT-025,Team Delta,,,Direct / Walk-In,,5645819.6,316165.9,5.6,5329653.7,0.0,7,730162.56,112916.39,Direct,End-User,Contracted,False,,,,16.0,13.7,2026-09-30,2026-09-30
SAL-000858,HVW-P1-B3-01194,HVW,CUS-000858,2025-11-18,2025-12-06,AGT-023,Team Nile,,,Direct / Walk-In,,4668962.4,438882.47,9.4,4230079.93,0.0,8,384937.27,93379.25,Direct,End-User,Contracted,False,,,,17.0,9.1,2026-09-30,2026-09-30
SAL-000859,HVW-P1-B2-01121,HVW,CUS-000859,2025-08-28,2025-09-03,AGT-026,Team Delta,BRK-02,,Broker Referral,,4210419.6,172627.2,4.1,4037792.4,70257.59,6,710651.46,84208.39,Broker,End-User,Contracted,False,,,,5.0,17.6,2026-09-30,2026-09-30
SAL-000860,HVW-P3-B3-01564,HVW,CUS-000860,2024-07-29,2024-08-13,AGT-026,Team Delta,,,Direct / Walk-In,,2432046.4,114306.18,4.7,2317740.22,0.0,5,445006.12,48640.93,Direct,End-User,Contracted,False,,,,14.0,19.2,2026-09-30,2026-09-30
SAL-000861,HVW-P1-B1-01065,HVW,CUS-000861,2025-01-03,,AGT-020,Team Nile,,,Direct / Walk-In,,4286823.2,527279.25,12.3,3759543.95,0.0,7,387233.03,85736.46,Direct,End-User,Cancelled,True,2025-03-22,Financing Fell Through,,,10.3,2026-09-30,2026-09-30
SAL-000862,HVW-P2-B1-01284,HVW,CUS-000862,2025-04-01,2025-05-02,AGT-021,Team Nile,BRK-01,,Broker Referral,,3869312.4,483664.05,12.5,3385648.35,70082.92,8,308094.0,77386.25,Broker,End-User,Contracted,False,,,,31.0,9.1,2026-09-30,2026-09-30
