installment_id,sale_id,customer_id,project_id,due_date,amount_due,installment_type,payment_status,days_overdue,amount_paid,outstanding_amount,payment_date,bounced_payment_flag,rescheduled_flag,grace_period_days
INS-0003995,SAL-000631,CUS-000631,VTX,2026-11-21,764458.08,Regular Installment,Not Yet Due,0,0.0,764458.08,,False,False,10
INS-0003996,SAL-000631,CUS-000631,VTX,2027-02-21,764458.08,Regular Installment,Not Yet Due,0,0.0,764458.08,,False,False,10
INS-0003997,SAL-000631,CUS-000631,VTX,2027-05-21,764458.08,Regular Installment,Not Yet Due,0,0.0,764458.08,,False,False,10
INS-0003998,SAL-000632,CUS-000632,VTX,2025-04-13,1118023.44,Down Payment,Paid,0,1118023.44,0.0,2025-04-11,False,False,10
INS-0003999,SAL-000632,CUS-000632,VTX,2025-07-13,181976.16,Regular Installment,Paid,0,181976.16,0.0,2025-07-12,False,False,10
INS-0004000,SAL-000632,CUS-000632,VTX,2025-10-13,181976.16,Regular Installment,Paid,0,181976.16,0.0,2025-10-13,False,False,10
INS-0004001,SAL-000632,CUS-000632,VTX,2026-01-13,181976.16,Regular Installment,Paid,0,181976.16,0.0,2026-01-09,False,False,10
INS-0004002,SAL-000632,CUS-000632,VTX,2026-04-13,181976.16,Regular Installment,Paid,0,181976.16,0.0,2026-04-12,False,False,10
INS-0004003,SAL-000632,CUS-000632,VTX,2026-07-13,181976.16,Regular Installment,Not Yet Due,0,0.0,181976.16,,False,False,10
INS-0004004,SAL-000632,CUS-000632,VTX,2026-10-13,181976.16,Regular Installment,Not Yet Due,0,0.0,181976.16,,False,False,10
INS-0004005,SAL-000632,CUS-000632,VTX,2027-01-13,181976.16,Regular Installment,Not Yet Due,0,0.0,181976.16,,False,False,10
INS-0004006,SAL-000632,CUS-000632,VTX,2027-04-13,181976.16,Regular Installment,Not Yet Due,0,0.0,181976.16,,False,False,10
INS-0004007,SAL-000633,CUS-000633,VTX,2026-04-19,3580931.08,Down Payment,Paid,0,3580931.08,0.0,2026-04-19,False,False,10
INS-0004008,SAL-000633,CUS-000633,VTX,2026-07-19,690111.48,Regular Installment,Not Yet Due,0,0.0,690111.48,,False,False,10
INS-0004009,SAL-000633,CUS-000633,VTX,2026-10-19,690111.48,Regular Installment,Not Yet Due,0,0.0,690111.48,,False,False,10
INS-0004010,SAL-000633,CUS-000633,VTX,2027-01-19,690111.48,Regular Installment,Not Yet Due,0,0.0,690111.48,,False,False,10
INS-0004011,SAL-000633,CUS-000633,VTX,2027-04-19,690111.48,Regular Installment,Not Yet Due,0,0.0,690111.48,,False,False,10
INS-0004012,SAL-000634,CUS-000634,VTX,2024-07-26,1367719.44,Down Payment,Paid,0,1367719.44,0.0,2024-07-25,False,False,10
INS-0004013,SAL-000634,CUS-000634,VTX,2024-10-26,441957.1,Regular Installment,Voided (Cancelled),0,0.0,441957.1,,False,False,10
INS-0004014,SAL-000634,CUS-000634,VTX,2025-01-26,441957.1,Regular Installment,Voided (Cancelled),0,0.0,441957.1,,False,False,10
INS-0004015,SAL-000634,CUS-000634,VTX,2025-04-26,441957.1,Regular Installment,Voided (Cancelled),0,0.0,441957.1,,False,False,10
INS-0004016,SAL-000634,CUS-000634,VTX,2025-07-26,441957.1,Regular Installment,Voided (Cancelled),0,0.0,441957.1,,False,False,10
INS-0004017,SAL-000634,CUS-000634,VTX,2025-10-26,441957.1,Regular Installment,Voided (Cancelled),0,0.0,441957.1,,False,False,10
INS-0004018,SAL-000634,CUS-000634,VTX,2026-01-26,441957.1,Regular Installment,Voided (Cancelled),0,0.0,441957.1,,False,False,10
INS-0004019,SAL-000634,CUS-000634,VTX,2026-04-26,441957.1,Regular Installment,Voided (Cancelled),0,0.0,441957.1,,False,False,10
INS-0004020,SAL-000634,CUS-000634,VTX,2026-07-26,441957.1,Regular Installment,Voided (Cancelled),0,0.0,441957.1,,False,False,10
INS-0004021,SAL-000634,CUS-000634,VTX,2026-10-26,441957.1,Regular Installment,Voided (Cancelled),0,0.0,441957.1,,False,False,10
INS-0004022,SAL-000634,CUS-000634,VTX,2027-01-26,441957.1,Regular Installment,Voided (Cancelled),0,0.0,441957.1,,False,False,10
INS-0004023,SAL-000634,CUS-000634,VTX,2027-04-26,441957.1,Regular Installment,Voided (Cancelled),0,0.0,441957.1,,False,False,10
INS-0004024,SAL-000635,CUS-000635,VTX,2026-06-30,4034067.9,Down Payment,Paid,0,4034067.9,0.0,2026-06-29,False,False,10
INS-0004025,SAL-000635,CUS-000635,VTX,2026-09-30,942796.08,Regular Installment,Not Yet Due,0,0.0,942796.08,,False,False,10
INS-0004026,SAL-000635,CUS-000635,VTX,2026-12-30,942796.08,Regular Installment,Not Yet Due,0,0.0,942796.08,,False,False,10
INS-0004027,SAL-000635,CUS-000635,VTX,2027-03-30,942796.08,Regular Installment,Not Yet Due,0,0.0,942796.08,,False,False,10
INS-0004028,SAL-000635,CUS-000635,VTX,2027-06-30,942796.08,Regular Installment,Not Yet Due,0,0.0,942796.08,,False,False,10
INS-0004029,SAL-000636,CUS-000636,VTX,2026-05-18,1080608.97,Down Payment,Paid,0,1080608.97,0.0,2026-05-15,False,False,10
INS-0004030,SAL-000636,CUS-000636,VTX,2026-08-18,456012.8,Regular Installment,Not Yet Due,0,0.0,456012.8,,False,False,10
INS-0004031,SAL-000636,CUS-000636,VTX,2026-11-18,456012.8,Regular Installment,Not Yet Due,0,0.0,456012.8,,False,False,10
INS-0004032,SAL-000636,CUS-000636,VTX,2027-02-18,456012.8,Regular Installment,Not Yet Due,0,0.0,456012.8,,False,False,10
INS-0004033,SAL-000636,CUS-000636,VTX,2027-05-18,456012.8,Regular Installment,Not Yet Due,0,0.0,456012.8,,False,False,10
INS-0004034,SAL-000637,CUS-000637,VTX,2026-06-28,1940124.2,Down Payment,Paid,0,1940124.2,0.0,2026-06-24,False,False,10
INS-0004035,SAL-000637,CUS-000637,VTX,2026-09-28,671276.63,Regular Installment,Not Yet Due,0,0.0,671276.63,,False,False,10
INS-0004036,SAL-000637,CUS-000637,VTX,2026-12-28,671276.63,Regular Installment,Not Yet Due,0,0.0,671276.63,,False,False,10
INS-0004037,SAL-000637,CUS-000637,VTX,2027-03-28,671276.63,Regular Installment,Not Yet Due,0,0.0,671276.63,,False,False,10
INS-0004038,SAL-000637,CUS-000637,VTX,2027-06-28,671276.63,Regular Installment,Not Yet Due,0,0.0,671276.63,,False,False,10
INS-0004039,SAL-000638,CUS-000638,VTX,2026-04-24,2390259.85,Down Payment,Paid,0,2390259.85,0.0,2026-04-22,False,False,10
INS-0004040,SAL-000638,CUS-000638,VTX,2026-07-24,514569.83,Regular Installment,Not Yet Due,0,0.0,514569.83,,False,False,10
INS-0004041,SAL-000638,CUS-000638,VTX,2026-10-24,514569.83,Regular Installment,Not Yet Due,0,0.0,514569.83,,False,False,10
INS-0004042,SAL-000638,CUS-000638,VTX,2027-01-24,514569.83,Regular Installment,Not Yet Due,0,0.0,514569.83,,False,False,10
INS-0004043,SAL-000638,CUS-000638,VTX,2027-04-24,514569.83,Regular Installment,Not Yet Due,0,0.0,514569.83,,False,False,10
INS-0004044,SAL-000639,CUS-000639,VTX,2025-09-28,1980686.61,Down Payment,Paid,0,1980686.61,0.0,2025-09-24,False,False,10
INS-0004045,SAL-000639,CUS-000639,VTX,2025-12-28,841389.23,Regular Installment,Paid,0,841389.23,0.0,2025-12-24,False,False,10
INS-0004046,SAL-000639,CUS-000639,VTX,2026-03-28,841389.23,Regular Installment,Paid,0,841389.23,0.0,2026-03-28,False,False,10
INS-0004047,SAL-000639,CUS-000639,VTX,2026-06-28,841389.23,Regular Installment,Paid,0,841389.23,0.0,2026-06-28,False,False,10
INS-0004048,SAL-000639,CUS-000639,VTX,2026-09-28,841389.23,Regular Installment,Not Yet Due,0,0.0,841389.23,,False,False,10
INS-0004049,SAL-000639,CUS-000639,VTX,2026-12-28,841389.23,Regular Installment,Not Yet Due,0,0.0,841389.23,,False,False,10
INS-0004050,SAL-000639,CUS-000639,VTX,2027-03-28,841389.23,Regular Installment,Not Yet Due,0,0.0,841389.23,,False,False,10
INS-0004051,SAL-000639,CUS-000639,VTX,2027-06-28,841389.23,Regular Installment,Not Yet Due,0,0.0,841389.23,,False,False,10
INS-0004052,SAL-000640,CUS-000640,VTX,2024-10-16,2282673.89,Down Payment,Overdue,101,1128392.2,1154281.69,,False,False,10
INS-0004053,SAL-000640,CUS-000640,VTX,2025-01-16,594771.24,Regular Installment,Paid,0,594771.24,0.0,2025-01-14,False,False,10
INS-0004054,SAL-000640,CUS-000640,VTX,2025-04-16,594771.24,Regular Installment,Paid,0,594771.24,0.0,2025-04-13,False,False,10
INS-0004055,SAL-000640,CUS-000640,VTX,2025-07-16,594771.24,Regular Installment,Paid,0,594771.24,0.0,2025-07-12,False,False,10
INS-0004056,SAL-000640,CUS-000640,VTX,2025-10-16,594771.24,Regular Installment,Paid,0,594771.24,0.0,2025-10-16,False,False,10
INS-0004057,SAL-000640,CUS-000640,VTX,2026-01-16,594771.24,Regular Installment,Paid,0,594771.24,0.0,2026-01-16,False,False,10
INS-0004058,SAL-000640,CUS-000640,VTX,2026-04-16,594771.24,Regular Installment,Paid,0,594771.24,0.0,2026-04-14,False,False,10
INS-0004059,SAL-000640,CUS-000640,VTX,2026-07-16,594771.24,Regular Installment,Not Yet Due,0,0.0,594771.24,,False,False,10
INS-0004060,SAL-000640,CUS-000640,VTX,2026-10-16,594771.24,Regular Installment,Not Yet Due,0,0.0,594771.24,,False,False,10
INS-0004061,SAL-000640,CUS-000640,VTX,2027-01-16,594771.24,Regular Installment,Not Yet Due,0,0.0,594771.24,,False,False,10
INS-0004062,SAL-000640,CUS-000640,VTX,2027-04-16,594771.24,Regular Installment,Not Yet Due,0,0.0,594771.24,,False,False,10
INS-0004063,SAL-000641,CUS-000641,VTX,2026-06-28,1607795.45,Down Payment,Paid,0,1607795.45,0.0,2026-06-24,False,False,10
INS-0004064,SAL-000641,CUS-000641,VTX,2026-09-28,436703.84,Regular Installment,Not Yet Due,0,0.0,436703.84,,False,False,10
INS-0004065,SAL-000641,CUS-000641,VTX,2026-12-28,436703.84,Regular Installment,Not Yet Due,0,0.0,436703.84,,False,False,10
INS-0004066,SAL-000641,CUS-000641,VTX,2027-03-28,436703.84,Regular Installment,Not Yet Due,0,0.0,436703.84,,False,False,10
INS-0004067,SAL-000641,CUS-000641,VTX,2027-06-28,436703.84,Regular Installment,Not Yet Due,0,0.0,436703.84,,False,False,10
INS-0004068,SAL-000642,CUS-000642,VTX,2025-10-04,3263461.73,Down Payment,Paid,0,3263461.73,0.0,2025-10-04,False,False,10
INS-0004069,SAL-000642,CUS-000642,VTX,2026-01-04,423600.91,Regular Installment,Paid,0,423600.91,0.0,2026-01-03,False,False,10
INS-0004070,SAL-000642,CUS-000642,VTX,2026-04-04,423600.91,Regular Installment,Overdue,110,120035.9,303565.01,,False,False,10
INS-0004071,SAL-000642,CUS-000642,VTX,2026-07-04,423600.91,Regular Installment,Not Yet Due,0,0.0,423600.91,,False,False,10
INS-0004072,SAL-000642,CUS-000642,VTX,2026-10-04,423600.91,Regular Installment,Not Yet Due,0,0.0,423600.91,,False,False,10
INS-0004073,SAL-000642,CUS-000642,VTX,2027-01-04,423600.91,Regular Installment,Not Yet Due,0,0.0,423600.91,,False,False,10
INS-0004074,SAL-000642,CUS-000642,VTX,2027-04-04,423600.91,Regular Installment,Not Yet Due,0,0.0,423600.91,,False,False,10
INS-0004075,SAL-000643,CUS-000643,VTX,2025-11-14,3404279.85,Down Payment,Paid,0,3404279.85,0.0,2025-11-14,False,False,10
INS-0004076,SAL-000643,CUS-000643,VTX,2026-02-14,689452.64,Regular Installment,Paid,0,689452.64,0.0,2026-02-12,False,False,10
INS-0004077,SAL-000643,CUS-000643,VTX,2026-05-14,689452.64,Regular Installment,Paid,0,689452.64,0.0,2026-05-13,False,False,10
INS-0004078,SAL-000643,CUS-000643,VTX,2026-08-14,689452.64,Regular Installment,Not Yet Due,0,0.0,689452.64,,False,False,10
INS-0004079,SAL-000643,CUS-000643,VTX,2026-11-14,689452.64,Regular Installment,Not Yet Due,0,0.0,689452.64,,False,False,10
INS-0004080,SAL-000643,CUS-000643,VTX,2027-02-14,689452.64,Regular Installment,Not Yet Due,0,0.0,689452.64,,False,False,10
INS-0004081,SAL-000643,CUS-000643,VTX,2027-05-14,689452.64,Regular Installment,Not Yet Due,0,0.0,689452.64,,False,False,10
INS-0004082,SAL-000645,CUS-000645,VTX,2025-10-08,318775.82,Down Payment,Paid,0,318775.82,0.0,2025-10-04,False,False,10
INS-0004083,SAL-000645,CUS-000645,VTX,2026-01-08,119540.93,Regular Installment,Paid,0,119540.93,0.0,2026-01-08,False,False,10
INS-0004084,SAL-000645,CUS-000645,VTX,2026-04-08,119540.93,Regular Installment,Paid,0,119540.93,0.0,2026-04-07,False,False,10
INS-0004085,SAL-000645,CUS-000645,VTX,2026-07-08,119540.93,Regular Installment,Not Yet Due,0,0.0,119540.93,,False,False,10
INS-0004086,SAL-000645,CUS-000645,VTX,2026-10-08,119540.93,Regular Installment,Not Yet Due,0,0.0,119540.93,,False,False,10
INS-0004087,SAL-000645,CUS-000645,VTX,2027-01-08,119540.93,Regular Installment,Not Yet Due,0,0.0,119540.93,,False,False,10
INS-0004088,SAL-000645,CUS-000645,VTX,2027-04-08,119540.93,Regular Installment,Not Yet Due,0,0.0,119540.93,,False,False,10
INS-0004089,SAL-000646,CUS-000646,VTX,2025-10-11,605741.78,Down Payment,Paid,0,605741.78,0.0,2025-10-08,False,False,10
INS-0004090,SAL-000646,CUS-000646,VTX,2026-01-11,326031.6,Regular Installment,Voided (Cancelled),0,0.0,326031.6,,False,False,10
INS-0004091,SAL-000646,CUS-000646,VTX,2026-04-11,326031.6,Regular Installment,Voided (Cancelled),0,0.0,326031.6,,False,False,10
INS-0004092,SAL-000646,CUS-000646,VTX,2026-07-11,326031.6,Regular Installment,Voided (Cancelled),0,0.0,326031.6,,False,False,10
INS-0004093,SAL-000646,CUS-000646,VTX,2026-10-11,326031.6,Regular Installment,Voided (Cancelled),0,0.0,326031.6,,False,False,10
INS-0004094,SAL-000646,CUS-000646,VTX,2027-01-11,326031.6,Regular Installment,Voided (Cancelled),0,0.0,326031.6,,False,False,10
INS-0004095,SAL-000646,CUS-000646,VTX,2027-04-11,326031.6,Regular Installment,Voided (Cancelled),0,0.0,326031.6,,False,False,10
INS-0004096,SAL-000647,CUS-000647,VTX,2024-10-18,2500194.82,Down Payment,Paid,0,2500194.82,0.0,2024-10-17,False,False,10
INS-0004097,SAL-000647,CUS-000647,VTX,2025-01-18,741796.31,Regular Installment,Overdue,22,634246.37,107549.94,,True,True,10
INS-0004098,SAL-000647,CUS-000647,VTX,2025-04-18,741796.31,Regular Installment,Paid,0,741796.31,0.0,2025-04-18,False,False,10
INS-0004099,SAL-000647,CUS-000647,VTX,2025-07-18,741796.31,Regular Installment,Paid,0,741796.31,0.0,2025-07-15,False,False,10
INS-0004100,SAL-000647,CUS-000647,VTX,2025-10-18,741796.31,Regular Installment,Paid,0,741796.31,0.0,2025-10-15,False,False,10
INS-0004101,SAL-000647,CUS-000647,VTX,2026-01-18,741796.31,Regular Installment,Paid,0,741796.31,0.0,2026-01-14,False,False,10
INS-0004102,SAL-000647,CUS-000647,VTX,2026-04-18,741796.31,Regular Installment,Paid,0,741796.31,0.0,2026-04-15,False,False,10
INS-0004103,SAL-000647,CUS-000647,VTX,2026-07-18,741796.31,Regular Installment,Not Yet Due,0,0.0,741796.31,,False,False,10
INS-0004104,SAL-000647,CUS-000647,VTX,2026-10-18,741796.31,Regular Installment,Not Yet Due,0,0.0,741796.31,,False,False,10
INS-0004105,SAL-000647,CUS-000647,VTX,2027-01-18,741796.31,Regular Installment,Not Yet Due,0,0.0,741796.31,,False,False,10
INS-0004106,SAL-000647,CUS-000647,VTX,2027-04-18,741796.31,Regular Installment,Not Yet Due,0,0.0,741796.31,,False,False,10
INS-0004107,SAL-000648,CUS-000648,VTX,2025-03-04,4492941.99,Down Payment,Paid,0,4492941.99,0.0,2025-03-02,False,False,10
INS-0004108,SAL-000648,CUS-000648,VTX,2025-06-04,699826.56,Regular Installment,Paid,0,699826.56,0.0,2025-06-02,False,False,10
INS-0004109,SAL-000648,CUS-000648,VTX,2025-09-04,699826.56,Regular Installment,Paid,0,699826.56,0.0,2025-09-01,False,False,10
INS-0004110,SAL-000648,CUS-000648,VTX,2025-12-04,699826.56,Regular Installment,Paid,0,699826.56,0.0,2025-11-30,False,False,10
INS-0004111,SAL-000648,CUS-000648,VTX,2026-03-04,699826.56,Regular Installment,Paid,0,699826.56,0.0,2026-03-02,False,False,10
INS-0004112,SAL-000648,CUS-000648,VTX,2026-06-04,699826.56,Regular Installment,Paid,0,699826.56,0.0,2026-06-01,False,False,10
INS-0004113,SAL-000648,CUS-000648,VTX,2026-09-04,699826.56,Regular Installment,Not Yet Due,0,0.0,699826.56,,False,False,10
INS-0004114,SAL-000648,CUS-000648,VTX,2026-12-04,699826.56,Regular Installment,Not Yet Due,0,0.0,699826.56,,False,False,10
INS-0004115,SAL-000648,CUS-000648,VTX,2027-03-04,699826.56,Regular Installment,Not Yet Due,0,0.0,699826.56,,False,False,10
INS-0004116,SAL-000648,CUS-000648,VTX,2027-06-04,699826.56,Regular Installment,Not Yet Due,0,0.0,699826.56,,False,False,10
INS-0004117,SAL-000650,CUS-000650,VTX,2025-12-17,1246482.51,Down Payment,Paid,0,1246482.51,0.0,2025-12-15,False,False,10
INS-0004118,SAL-000650,CUS-000650,VTX,2026-03-17,320032.47,Regular Installment,Paid,0,320032.47,0.0,2026-03-16,False,False,10
INS-0004119,SAL-000650,CUS-000650,VTX,2026-06-17,320032.47,Regular Installment,Paid,0,320032.47,0.0,2026-06-14,False,False,10
INS-0004120,SAL-000650,CUS-000650,VTX,2026-09-17,320032.47,Regular Installment,Not Yet Due,0,0.0,320032.47,,False,False,10
INS-0004121,SAL-000650,CUS-000650,VTX,2026-12-17,320032.47,Regular Installment,Not Yet Due,0,0.0,320032.47,,False,False,10
INS-0004122,SAL-000650,CUS-000650,VTX,2027-03-17,320032.47,Regular Installment,Not Yet Due,0,0.0,320032.47,,False,False,10
INS-0004123,SAL-000650,CUS-000650,VTX,2027-06-17,320032.47,Regular Installment,Not Yet Due,0,0.0,320032.47,,False,False,10
INS-0004124,SAL-000652,CUS-000652,VTX,2026-06-03,365505.67,Down Payment,Paid,0,365505.67,0.0,2026-05-31,False,False,10
INS-0004125,SAL-000652,CUS-000652,VTX,2026-09-03,259625.06,Regular Installment,Not Yet Due,0,0.0,259625.06,,False,False,10
INS-0004126,SAL-000652,CUS-000652,VTX,2026-12-03,259625.06,Regular Installment,Not Yet Due,0,0.0,259625.06,,False,False,10
INS-0004127,SAL-000652,CUS-000652,VTX,2027-03-03,259625.06,Regular Installment,Not Yet Due,0,0.0,259625.06,,False,False,10
INS-0004128,SAL-000652,CUS-000652,VTX,2027-06-03,259625.06,Regular Installment,Not Yet Due,0,0.0,259625.06,,False,False,10
INS-0004129,SAL-000653,CUS-000653,VTX,2026-03-24,2794452.27,Down Payment,Paid,0,2794452.27,0.0,2026-03-24,False,False,10
INS-0004130,SAL-000653,CUS-000653,VTX,2026-06-24,764342.79,Regular Installment,Paid,0,764342.79,0.0,2026-06-24,False,False,10
INS-0004131,SAL-000653,CUS-000653,VTX,2026-09-24,764342.79,Regular Installment,Not Yet Due,0,0.0,764342.79,,False,False,10
INS-0004132,SAL-000653,CUS-000653,VTX,2026-12-24,764342.79,Regular Installment,Not Yet Due,0,0.0,764342.79,,False,False,10
INS-0004133,SAL-000653,CUS-000653,VTX,2027-03-24,764342.79,Regular Installment,Not Yet Due,0,0.0,764342.79,,False,False,10
INS-0004134,SAL-000653,CUS-000653,VTX,2027-06-24,764342.79,Regular Installment,Not Yet Due,0,0.0,764342.79,,False,False,10
INS-0004135,SAL-000654,CUS-000654,VTX,2025-07-22,2339163.25,Down Payment,Paid,0,2339163.25,0.0,2025-07-18,False,False,10
INS-0004136,SAL-000654,CUS-000654,VTX,2025-10-22,809864.94,Regular Installment,Paid,0,809864.94,0.0,2025-10-19,False,False,10
INS-0004137,SAL-000654,CUS-000654,VTX,2026-01-22,809864.94,Regular Installment,Paid,0,809864.94,0.0,2026-01-18,False,False,10
INS-0004138,SAL-000654,CUS-000654,VTX,2026-04-22,809864.94,Regular Installment,Paid,0,809864.94,0.0,2026-04-22,False,False,10
INS-0004139,SAL-000654,CUS-000654,VTX,2026-07-22,809864.94,Regular Installment,Not Yet Due,0,0.0,809864.94,,False,False,10
INS-0004140,SAL-000654,CUS-000654,VTX,2026-10-22,809864.94,Regular Installment,Not Yet Due,0,0.0,809864.94,,False,False,10
INS-0004141,SAL-000654,CUS-000654,VTX,2027-01-22,809864.94,Regular Installment,Not Yet Due,0,0.0,809864.94,,False,False,10
INS-0004142,SAL-000654,CUS-000654,VTX,2027-04-22,809864.94,Regular Installment,Not Yet Due,0,0.0,809864.94,,False,False,10
INS-0004143,SAL-000655,CUS-000655,VTX,2025-06-23,3156996.49,Down Payment,Paid,0,3156996.49,0.0,2025-06-19,False,False,10
INS-0004144,SAL-000655,CUS-000655,VTX,2025-09-23,695503.47,Regular Installment,Paid,0,695503.47,0.0,2025-09-23,False,False,10
INS-0004145,SAL-000655,CUS-000655,VTX,2025-12-23,695503.47,Regular Installment,Paid,0,695503.47,0.0,2025-12-21,False,False,10
INS-0004146,SAL-000655,CUS-000655,VTX,2026-03-23,695503.47,Regular Installment,Paid,0,695503.47,0.0,2026-03-22,False,False,10
INS-0004147,SAL-000655,CUS-000655,VTX,2026-06-23,695503.47,Regular Installment,Paid,0,695503.47,0.0,2026-06-23,False,False,10
INS-0004148,SAL-000655,CUS-000655,VTX,2026-09-23,695503.47,Regular Installment,Not Yet Due,0,0.0,695503.47,,False,False,10
INS-0004149,SAL-000655,CUS-000655,VTX,2026-12-23,695503.47,Regular Installment,Not Yet Due,0,0.0,695503.47,,False,False,10
INS-0004150,SAL-000655,CUS-000655,VTX,2027-03-23,695503.47,Regular Installment,Not Yet Due,0,0.0,695503.47,,False,False,10
INS-0004151,SAL-000655,CUS-000655,VTX,2027-06-23,695503.47,Regular Installment,Not Yet Due,0,0.0,695503.47,,False,False,10
INS-0004152,SAL-000656,CUS-000656,VTX,2024-11-14,1428856.98,Down Payment,Paid,0,1428856.98,0.0,2024-11-12,False,False,10
INS-0004153,SAL-000656,CUS-000656,VTX,2025-02-14,329921.47,Regular Installment,Paid,0,329921.47,0.0,2025-02-14,False,False,10
INS-0004154,SAL-000656,CUS-000656,VTX,2025-05-14,329921.47,Regular Installment,Paid,0,329921.47,0.0,2025-05-10,False,False,10
INS-0004155,SAL-000656,CUS-000656,VTX,2025-08-14,329921.47,Regular Installment,Paid,0,329921.47,0.0,2025-08-14,False,False,10
INS-0004156,SAL-000656,CUS-000656,VTX,2025-11-14,329921.47,Regular Installment,Paid,0,329921.47,0.0,2025-11-14,False,False,10
INS-0004157,SAL-000656,CUS-000656,VTX,2026-02-14,329921.47,Regular Installment,Paid,0,329921.47,0.0,2026-02-11,False,False,10
INS-0004158,SAL-000656,CUS-000656,VTX,2026-05-14,329921.47,Regular Installment,Paid,0,329921.47,0.0,2026-05-12,False,False,10
INS-0004159,SAL-000656,CUS-000656,VTX,2026-08-14,329921.47,Regular Installment,Not Yet Due,0,0.0,329921.47,,False,False,10
INS-0004160,SAL-000656,CUS-000656,VTX,2026-11-14,329921.47,Regular Installment,Not Yet Due,0,0.0,329921.47,,False,False,10
INS-0004161,SAL-000656,CUS-000656,VTX,2027-02-14,329921.47,Regular Installment,Not Yet Due,0,0.0,329921.47,,False,False,10
INS-0004162,SAL-000656,CUS-000656,VTX,2027-05-14,329921.47,Regular Installment,Not Yet Due,0,0.0,329921.47,,False,False,10
INS-0004163,SAL-000657,CUS-000657,VTX,2026-04-01,3030359.19,Down Payment,Paid,0,3030359.19,0.0,2026-04-01,False,False,10
INS-0004164,SAL-000657,CUS-000657,VTX,2026-07-01,452932.13,Regular Installment,Voided (Cancelled),0,0.0,452932.13,,False,False,10
INS-0004165,SAL-000657,CUS-000657,VTX,2026-10-01,452932.13,Regular Installment,Voided (Cancelled),0,0.0,452932.13,,False,False,10
INS-0004166,SAL-000657,CUS-000657,VTX,2027-01-01,452932.13,Regular Installment,Voided (Cancelled),0,0.0,452932.13,,False,False,10
INS-0004167,SAL-000657,CUS-000657,VTX,2027-04-01,452932.13,Regular Installment,Voided (Cancelled),0,0.0,452932.13,,False,False,10
INS-0004168,SAL-000659,CUS-000659,VTX,2025-06-04,2686603.62,Down Payment,Paid,0,2686603.62,0.0,2025-06-04,False,False,10
INS-0004169,SAL-000659,CUS-000659,VTX,2025-09-04,790814.78,Regular Installment,Paid,0,790814.78,0.0,2025-08-31,False,False,10
INS-0004170,SAL-000659,CUS-000659,VTX,2025-12-04,790814.78,Regular Installment,Paid,0,790814.78,0.0,2025-11-30,False,False,10
INS-0004171,SAL-000659,CUS-000659,VTX,2026-03-04,790814.78,Regular Installment,Paid,0,790814.78,0.0,2026-03-02,False,False,10
INS-0004172,SAL-000659,CUS-000659,VTX,2026-06-04,790814.78,Regular Installment,Paid,0,790814.78,0.0,2026-05-31,False,False,10
INS-0004173,SAL-000659,CUS-000659,VTX,2026-09-04,790814.78,Regular Installment,Not Yet Due,0,0.0,790814.78,,False,False,10
INS-0004174,SAL-000659,CUS-000659,VTX,2026-12-04,790814.78,Regular Installment,Not Yet Due,0,0.0,790814.78,,False,False,10
INS-0004175,SAL-000659,CUS-000659,VTX,2027-03-04,790814.78,Regular Installment,Not Yet Due,0,0.0,790814.78,,False,False,10
INS-0004176,SAL-000659,CUS-000659,VTX,2027-06-04,790814.78,Regular Installment,Not Yet Due,0,0.0,790814.78,,False,False,10
INS-0004177,SAL-000660,CUS-000660,VTX,2025-02-04,2647674.07,Down Payment,Paid,0,2647674.07,0.0,2025-02-01,False,False,10
INS-0004178,SAL-000660,CUS-000660,VTX,2025-05-04,628442.18,Regular Installment,Paid,0,628442.18,0.0,2025-05-03,False,False,10
INS-0004179,SAL-000660,CUS-000660,VTX,2025-08-04,628442.18,Regular Installment,Paid,0,628442.18,0.0,2025-08-01,False,False,10
INS-0004180,SAL-000660,CUS-000660,VTX,2025-11-04,628442.18,Regular Installment,Paid,0,628442.18,0.0,2025-11-01,False,False,10
INS-0004181,SAL-000660,CUS-000660,VTX,2026-02-04,628442.18,Regular Installment,Paid,0,628442.18,0.0,2026-02-02,False,False,10
INS-0004182,SAL-000660,CUS-000660,VTX,2026-05-04,628442.18,Regular Installment,Overdue,60,335556.05,292886.13,,False,False,10
INS-0004183,SAL-000660,CUS-000660,VTX,2026-08-04,628442.18,Regular Installment,Not Yet Due,0,0.0,628442.18,,False,False,10
INS-0004184,SAL-000660,CUS-000660,VTX,2026-11-04,628442.18,Regular Installment,Not Yet Due,0,0.0,628442.18,,False,False,10
INS-0004185,SAL-000660,CUS-000660,VTX,2027-02-04,628442.18,Regular Installment,Not Yet Due,0,0.0,628442.18,,False,False,10
INS-0004186,SAL-000660,CUS-000660,VTX,2027-05-04,628442.18,Regular Installment,Not Yet Due,0,0.0,628442.18,,False,False,10
INS-0004187,SAL-000662,CUS-000662,VTX,2026-05-09,2429628.55,Down Payment,Overdue,182,0.0,2429628.55,,False,False,10
INS-0004188,SAL-000662,CUS-000662,VTX,2026-08-09,1034490.28,Regular Installment,Not Yet Due,0,0.0,1034490.28,,False,False,10
INS-0004189,SAL-000662,CUS-000662,VTX,2026-11-09,1034490.28,Regular Installment,Not Yet Due,0,0.0,1034490.28,,False,False,10
