snag_id,handover_id,unit_id,category,severity,created_at,target_resolution_date,resolved_at,status,contractor,reopen_count
SNG-00395,HAN-0117,MER-P1-B4-01798,HVAC,Moderate,2026-02-26,2026-03-12,2026-03-08,Resolved,Modern Facade Systems,0
SNG-00396,HAN-0117,MER-P1-B4-01798,Doors & Windows,Moderate,2026-02-25,2026-03-11,,Open,Prime MEP Solutions,0
SNG-00397,HAN-0117,MER-P1-B4-01798,Flooring,Major,2026-03-10,2026-04-09,,In Progress,Modern Facade Systems,0
SNG-00398,HAN-0117,MER-P1-B4-01798,Plumbing,Minor,2026-03-10,2026-03-17,,Open,Nile Engineering Contractors,0
SNG-00399,HAN-0117,MER-P1-B4-01798,Paint & Finishing,Minor,2026-02-25,2026-03-04,2026-03-03,Resolved,Cairo Structural Works,0
SNG-00400,HAN-0118,MER-P1-B4-01800,Flooring,Moderate,2026-03-24,2026-04-07,2026-04-07,Resolved,Cairo Structural Works,0
SNG-00401,HAN-0118,MER-P1-B4-01800,Plumbing,Major,2026-03-19,2026-04-18,2026-04-16,Resolved,Prime MEP Solutions,0
SNG-00402,HAN-0118,MER-P1-B4-01800,Electrical,Moderate,2026-03-18,2026-04-01,,Open,Nile Engineering Contractors,0
SNG-00403,HAN-0119,MER-P2-B1-01801,Flooring,Moderate,2025-10-29,2025-11-12,2025-11-09,Resolved,Delta Construction Group,0
SNG-00404,HAN-0119,MER-P2-B1-01801,Structural,Moderate,2025-10-24,2025-11-07,,Open,Modern Facade Systems,0
SNG-00405,HAN-0119,MER-P2-B1-01801,Doors & Windows,Minor,2025-10-26,2025-11-02,2025-11-03,Resolved,Prime MEP Solutions,0
SNG-00406,HAN-0121,MER-P2-B1-01804,Paint & Finishing,Minor,2025-10-06,2025-10-13,2025-10-12,Resolved,Horizon Build Partners,0
SNG-00407,HAN-0121,MER-P2-B1-01804,Structural,Major,2025-10-21,2025-11-20,,Open,Cairo Structural Works,0
SNG-00408,HAN-0121,MER-P2-B1-01804,Electrical,Major,2025-10-23,2025-11-22,,Open,Cairo Structural Works,0
SNG-00409,HAN-0122,MER-P2-B1-01805,Paint & Finishing,Minor,2025-10-28,2025-11-04,2025-11-05,Resolved,Nile Engineering Contractors,0
SNG-00410,HAN-0122,MER-P2-B1-01805,Structural,Minor,2025-10-27,2025-11-03,2025-11-02,Resolved,Delta Construction Group,0
SNG-00411,HAN-0122,MER-P2-B1-01805,Paint & Finishing,Major,2025-10-22,2025-11-21,2025-11-16,Resolved,Delta Construction Group,0
SNG-00412,HAN-0123,MER-P2-B1-01806,HVAC,Moderate,2025-10-26,2025-11-09,2025-11-13,Resolved,Delta Construction Group,0
SNG-00413,HAN-0124,MER-P2-B1-01808,Plumbing,Minor,2025-11-05,2025-11-12,2025-11-16,Resolved,Delta Construction Group,0
SNG-00414,HAN-0124,MER-P2-B1-01808,HVAC,Moderate,2025-11-10,2025-11-24,,Open,Prime MEP Solutions,0
SNG-00415,HAN-0126,MER-P2-B1-01810,Paint & Finishing,Minor,2025-10-18,2025-10-25,2025-10-24,Resolved,Modern Facade Systems,0
SNG-00416,HAN-0126,MER-P2-B1-01810,Plumbing,Moderate,2025-10-19,2025-11-02,,In Progress,Delta Construction Group,0
SNG-00417,HAN-0128,MER-P2-B1-01812,Structural,Moderate,2025-10-13,2025-10-27,2025-11-05,Resolved,Nile Engineering Contractors,0
SNG-00418,HAN-0128,MER-P2-B1-01812,Structural,Major,2025-10-31,2025-11-30,,In Progress,Modern Facade Systems,0
SNG-00419,HAN-0128,MER-P2-B1-01812,Structural,Minor,2025-10-25,2025-11-01,2025-11-05,Resolved,Delta Construction Group,0
SNG-00420,HAN-0129,MER-P2-B1-01813,Structural,Major,2025-10-26,2025-11-25,2025-12-16,Resolved,Prime MEP Solutions,0
SNG-00421,HAN-0130,MER-P2-B1-01815,HVAC,Minor,2025-10-22,2025-10-29,2025-10-31,Resolved,Delta Construction Group,0
SNG-00422,HAN-0131,MER-P2-B1-01816,Plumbing,Minor,2025-10-19,2025-10-26,2025-10-26,Resolved,Delta Construction Group,0
SNG-00423,HAN-0132,MER-P2-B1-01817,Flooring,Moderate,2025-10-24,2025-11-07,,Open,Nile Engineering Contractors,0
SNG-00424,HAN-0132,MER-P2-B1-01817,Flooring,Minor,2025-10-12,2025-10-19,2025-10-20,Resolved,Cairo Structural Works,0
SNG-00425,HAN-0132,MER-P2-B1-01817,Plumbing,Minor,2025-10-24,2025-10-31,2025-10-31,Resolved,Modern Facade Systems,0
SNG-00426,HAN-0133,MER-P2-B1-01818,Flooring,Moderate,2025-10-22,2025-11-05,2025-10-31,Resolved,Modern Facade Systems,0
SNG-00427,HAN-0133,MER-P2-B1-01818,Doors & Windows,Moderate,2025-10-11,2025-10-25,2025-10-20,Resolved,Nile Engineering Contractors,0
SNG-00428,HAN-0133,MER-P2-B1-01818,Doors & Windows,Minor,2025-10-20,2025-10-27,2025-10-25,Resolved,Cairo Structural Works,0
SNG-00429,HAN-0135,MER-P2-B1-01820,Doors & Windows,Moderate,2025-10-24,2025-11-07,2025-11-09,Resolved,Prime MEP Solutions,0
SNG-00430,HAN-0136,MER-P2-B1-01821,Paint & Finishing,Minor,2025-11-01,2025-11-08,,Open,Modern Facade Systems,0
SNG-00431,HAN-0136,MER-P2-B1-01821,Doors & Windows,Major,2025-10-17,2025-11-16,2025-12-07,Resolved,Cairo Structural Works,0
SNG-00432,HAN-0136,MER-P2-B1-01821,Structural,Minor,2025-11-02,2025-11-09,2025-11-14,Resolved,Horizon Build Partners,0
SNG-00433,HAN-0137,MER-P2-B1-01823,Plumbing,Minor,2025-10-22,2025-10-29,,Open,Delta Construction Group,0
SNG-00434,HAN-0138,MER-P2-B1-01826,Flooring,Major,2025-10-24,2025-11-23,2025-11-16,Resolved,Delta Construction Group,0
SNG-00435,HAN-0140,MER-P2-B1-01829,Electrical,Major,2025-10-21,2025-11-20,2025-11-20,Resolved,Delta Construction Group,0
SNG-00436,HAN-0140,MER-P2-B1-01829,Paint & Finishing,Major,2025-10-25,2025-11-24,2025-11-30,Resolved,Modern Facade Systems,0
SNG-00437,HAN-0140,MER-P2-B1-01829,Electrical,Moderate,2025-10-25,2025-11-08,2025-11-10,Resolved,Horizon Build Partners,0
SNG-00438,HAN-0141,MER-P2-B1-01830,Electrical,Moderate,2025-10-20,2025-11-03,2025-11-04,Resolved,Delta Construction Group,0
SNG-00439,HAN-0141,MER-P2-B1-01830,HVAC,Minor,2025-10-13,2025-10-20,2025-10-22,Resolved,Cairo Structural Works,0
SNG-00440,HAN-0142,MER-P2-B1-01831,Doors & Windows,Moderate,2025-10-21,2025-11-04,2025-10-30,Resolved,Prime MEP Solutions,0
SNG-00441,HAN-0142,MER-P2-B1-01831,Flooring,Moderate,2025-11-02,2025-11-16,2025-11-10,Resolved,Cairo Structural Works,0
SNG-00442,HAN-0142,MER-P2-B1-01831,Doors & Windows,Moderate,2025-10-20,2025-11-03,2025-11-06,Resolved,Delta Construction Group,0
SNG-00443,HAN-0143,MER-P2-B1-01835,Structural,Moderate,2025-11-11,2025-11-25,2025-12-01,Resolved,Modern Facade Systems,0
SNG-00444,HAN-0143,MER-P2-B1-01835,Structural,Moderate,2025-11-09,2025-11-23,2025-11-22,Resolved,Delta Construction Group,1
SNG-00445,HAN-0143,MER-P2-B1-01835,Doors & Windows,Minor,2025-11-07,2025-11-14,2025-11-19,Resolved,Cairo Structural Works,0
SNG-00446,HAN-0144,MER-P2-B1-01837,HVAC,Moderate,2025-10-23,2025-11-06,2025-11-10,Resolved,Cairo Structural Works,0
SNG-00447,HAN-0146,MER-P2-B2-01841,HVAC,Major,2025-10-19,2025-11-18,2025-12-02,Resolved,Nile Engineering Contractors,0
SNG-00448,HAN-0146,MER-P2-B2-01841,Flooring,Moderate,2025-10-21,2025-11-04,,Open,Nile Engineering Contractors,0
SNG-00449,HAN-0146,MER-P2-B2-01841,Electrical,Moderate,2025-10-13,2025-10-27,2025-11-03,Resolved,Modern Facade Systems,0
SNG-00450,HAN-0147,MER-P2-B2-01842,Paint & Finishing,Major,2025-10-16,2025-11-15,2025-11-12,Resolved,Delta Construction Group,0
SNG-00451,HAN-0148,MER-P2-B2-01843,Flooring,Moderate,2025-10-29,2025-11-12,2025-11-08,Resolved,Cairo Structural Works,0
SNG-00452,HAN-0149,MER-P2-B2-01844,Plumbing,Moderate,2025-10-27,2025-11-10,2025-11-14,Resolved,Delta Construction Group,0
SNG-00453,HAN-0149,MER-P2-B2-01844,HVAC,Major,2025-10-17,2025-11-16,,Open,Modern Facade Systems,0
SNG-00454,HAN-0149,MER-P2-B2-01844,Doors & Windows,Moderate,2025-10-23,2025-11-06,,In Progress,Prime MEP Solutions,0
SNG-00455,HAN-0150,MER-P2-B2-01845,Electrical,Minor,2025-10-27,2025-11-03,,Open,Cairo Structural Works,0
SNG-00456,HAN-0150,MER-P2-B2-01845,Paint & Finishing,Minor,2025-10-29,2025-11-05,2025-11-05,Resolved,Modern Facade Systems,0
SNG-00457,HAN-0153,MER-P2-B2-01848,Structural,Moderate,2025-10-26,2025-11-09,,Open,Horizon Build Partners,0
SNG-00458,HAN-0154,MER-P2-B2-01849,Structural,Minor,2025-10-30,2025-11-06,,Open,Prime MEP Solutions,0
SNG-00459,HAN-0154,MER-P2-B2-01849,Plumbing,Moderate,2025-10-24,2025-11-07,2025-11-09,Resolved,Prime MEP Solutions,0
SNG-00460,HAN-0155,MER-P2-B2-01850,Doors & Windows,Moderate,2025-10-07,2025-10-21,,Open,Nile Engineering Contractors,0
SNG-00461,HAN-0155,MER-P2-B2-01850,HVAC,Minor,2025-10-12,2025-10-19,,Open,Prime MEP Solutions,0
SNG-00462,HAN-0156,MER-P2-B2-01851,Plumbing,Minor,2025-10-22,2025-10-29,2025-10-26,Resolved,Nile Engineering Contractors,0
SNG-00463,HAN-0156,MER-P2-B2-01851,Structural,Minor,2025-10-18,2025-10-25,2025-10-29,Resolved,Modern Facade Systems,0
SNG-00464,HAN-0156,MER-P2-B2-01851,Structural,Moderate,2025-11-05,2025-11-19,2025-11-18,Resolved,Cairo Structural Works,0
SNG-00465,HAN-0157,MER-P2-B2-01852,Doors & Windows,Minor,2025-11-01,2025-11-08,2025-11-09,Resolved,Modern Facade Systems,0
SNG-00466,HAN-0159,MER-P2-B2-01855,Electrical,Minor,2025-10-18,2025-10-25,2025-10-23,Resolved,Delta Construction Group,0
SNG-00467,HAN-0159,MER-P2-B2-01855,Electrical,Minor,2025-10-20,2025-10-27,2025-10-27,Resolved,Cairo Structural Works,0
SNG-00468,HAN-0159,MER-P2-B2-01855,Electrical,Minor,2025-10-11,2025-10-18,2025-10-19,Resolved,Prime MEP Solutions,0
SNG-00469,HAN-0160,MER-P2-B2-01857,Flooring,Minor,2025-10-30,2025-11-06,,In Progress,Cairo Structural Works,0
SNG-00470,HAN-0160,MER-P2-B2-01857,HVAC,Major,2025-10-28,2025-11-27,,Open,Cairo Structural Works,0
SNG-00471,HAN-0161,MER-P2-B2-01858,Flooring,Moderate,2025-10-28,2025-11-11,2025-11-20,Resolved,Cairo Structural Works,0
SNG-00472,HAN-0161,MER-P2-B2-01858,Flooring,Minor,2025-10-14,2025-10-21,2025-10-23,Resolved,Cairo Structural Works,0
SNG-00473,HAN-0161,MER-P2-B2-01858,Paint & Finishing,Minor,2025-10-19,2025-10-26,2025-10-31,Resolved,Horizon Build Partners,0
SNG-00474,HAN-0162,MER-P2-B2-01859,Paint & Finishing,Minor,2025-11-09,2025-11-16,2025-11-17,Resolved,Prime MEP Solutions,0
SNG-00475,HAN-0163,MER-P2-B2-01860,Doors & Windows,Major,2025-10-28,2025-11-27,2025-12-03,Resolved,Delta Construction Group,0
SNG-00476,HAN-0163,MER-P2-B2-01860,Doors & Windows,Minor,2025-11-05,2025-11-12,,Open,Modern Facade Systems,0
SNG-00477,HAN-0163,MER-P2-B2-01860,Electrical,Minor,2025-10-23,2025-10-30,2025-11-02,Resolved,Horizon Build Partners,0
SNG-00478,HAN-0164,MER-P2-B2-01861,Paint & Finishing,Minor,2025-11-04,2025-11-11,2025-11-11,Resolved,Modern Facade Systems,0
SNG-00479,HAN-0164,MER-P2-B2-01861,HVAC,Minor,2025-11-04,2025-11-11,2025-11-12,Resolved,Cairo Structural Works,0
SNG-00480,HAN-0164,MER-P2-B2-01861,Plumbing,Minor,2025-11-10,2025-11-17,2025-11-21,Resolved,Delta Construction Group,0
SNG-00481,HAN-0165,MER-P2-B2-01862,Doors & Windows,Moderate,2025-10-15,2025-10-29,,Open,Prime MEP Solutions,0
SNG-00482,HAN-0167,MER-P2-B2-01865,Paint & Finishing,Minor,2025-10-23,2025-10-30,,Open,Delta Construction Group,0
SNG-00483,HAN-0167,MER-P2-B2-01865,Doors & Windows,Minor,2025-10-20,2025-10-27,,Open,Nile Engineering Contractors,0
SNG-00484,HAN-0167,MER-P2-B2-01865,Plumbing,Minor,2025-10-17,2025-10-24,2025-10-26,Resolved,Prime MEP Solutions,0
SNG-00485,HAN-0168,MER-P2-B2-01867,Doors & Windows,Moderate,2025-10-30,2025-11-13,,Open,Nile Engineering Contractors,0
SNG-00486,HAN-0169,MER-P2-B2-01872,Structural,Moderate,2025-10-29,2025-11-12,2025-11-15,Resolved,Delta Construction Group,0
SNG-00487,HAN-0169,MER-P2-B2-01872,Doors & Windows,Minor,2025-11-08,2025-11-15,2025-11-19,Resolved,Nile Engineering Contractors,0
SNG-00488,HAN-0169,MER-P2-B2-01872,Plumbing,Moderate,2025-11-10,2025-11-24,2025-11-23,Resolved,Horizon Build Partners,0
SNG-00489,HAN-0170,MER-P2-B2-01873,Paint & Finishing,Minor,2025-11-03,2025-11-10,2025-11-11,Resolved,Modern Facade Systems,0
SNG-00490,HAN-0170,MER-P2-B2-01873,Doors & Windows,Moderate,2025-10-24,2025-11-07,2025-11-01,Resolved,Prime MEP Solutions,0
SNG-00491,HAN-0171,MER-P2-B3-01875,Doors & Windows,Moderate,2026-01-02,2026-01-16,2026-01-17,Resolved,Nile Engineering Contractors,1
SNG-00492,HAN-0171,MER-P2-B3-01875,Structural,Major,2025-12-24,2026-01-23,,In Progress,Cairo Structural Works,0
SNG-00493,HAN-0171,MER-P2-B3-01875,HVAC,Moderate,2025-12-22,2026-01-05,2026-01-06,Resolved,Modern Facade Systems,0
SNG-00494,HAN-0171,MER-P2-B3-01875,Electrical,Moderate,2025-12-26,2026-01-09,2026-01-17,Resolved,Prime MEP Solutions,0
SNG-00495,HAN-0171,MER-P2-B3-01875,Electrical,Major,2025-12-25,2026-01-24,,In Progress,Cairo Structural Works,0
SNG-00496,HAN-0171,MER-P2-B3-01875,Electrical,Moderate,2025-12-14,2025-12-28,2025-12-29,Resolved,Delta Construction Group,0
SNG-00497,HAN-0171,MER-P2-B3-01875,Paint & Finishing,Minor,2026-01-02,2026-01-09,2026-01-09,Resolved,Prime MEP Solutions,0
SNG-00498,HAN-0172,MER-P2-B3-01876,Electrical,Minor,2026-03-07,2026-03-14,,Open,Prime MEP Solutions,0
SNG-00499,HAN-0172,MER-P2-B3-01876,Plumbing,Moderate,2026-02-27,2026-03-13,,Open,Modern Facade Systems,0
SNG-00500,HAN-0172,MER-P2-B3-01876,HVAC,Major,2026-03-15,2026-04-14,,In Progress,Nile Engineering Contractors,0
SNG-00501,HAN-0172,MER-P2-B3-01876,Electrical,Moderate,2026-03-13,2026-03-27,,In Progress,Prime MEP Solutions,0
SNG-00502,HAN-0172,MER-P2-B3-01876,Structural,Minor,2026-02-26,2026-03-05,2026-03-09,Resolved,Nile Engineering Contractors,0
SNG-00503,HAN-0172,MER-P2-B3-01876,Doors & Windows,Moderate,2026-03-09,2026-03-23,,Open,Delta Construction Group,0
SNG-00504,HAN-0172,MER-P2-B3-01876,Plumbing,Moderate,2026-03-14,2026-03-28,,Open,Cairo Structural Works,0
SNG-00505,HAN-0173,MER-P2-B3-01877,Structural,Moderate,2026-02-16,2026-03-02,,Open,Prime MEP Solutions,0
SNG-00506,HAN-0173,MER-P2-B3-01877,Flooring,Major,2026-02-03,2026-03-05,2026-03-01,Resolved,Modern Facade Systems,0
SNG-00507,HAN-0173,MER-P2-B3-01877,Plumbing,Moderate,2026-02-10,2026-02-24,,Open,Cairo Structural Works,0
SNG-00508,HAN-0173,MER-P2-B3-01877,Electrical,Major,2026-02-10,2026-03-12,,In Progress,Delta Construction Group,0
SNG-00509,HAN-0173,MER-P2-B3-01877,Paint & Finishing,Minor,2026-02-03,2026-02-10,2026-02-07,Resolved,Nile Engineering Contractors,1
SNG-00510,HAN-0174,MER-P2-B3-01879,Electrical,Minor,2026-02-04,2026-02-11,2026-02-11,Resolved,Cairo Structural Works,0
SNG-00511,HAN-0174,MER-P2-B3-01879,Plumbing,Moderate,2026-02-04,2026-02-18,,In Progress,Delta Construction Group,0
SNG-00512,HAN-0174,MER-P2-B3-01879,Paint & Finishing,Moderate,2026-02-02,2026-02-16,2026-02-12,Resolved,Modern Facade Systems,0
SNG-00513,HAN-0174,MER-P2-B3-01879,Plumbing,Moderate,2026-02-01,2026-02-15,,In Progress,Horizon Build Partners,0
SNG-00514,HAN-0175,MER-P2-B3-01880,HVAC,Moderate,2026-03-02,2026-03-16,2026-03-13,Resolved,Horizon Build Partners,1
SNG-00515,HAN-0175,MER-P2-B3-01880,Flooring,Minor,2026-03-06,2026-03-13,,Open,Horizon Build Partners,0
SNG-00516,HAN-0175,MER-P2-B3-01880,HVAC,Moderate,2026-03-08,2026-03-22,,In Progress,Nile Engineering Contractors,0
SNG-00517,HAN-0175,MER-P2-B3-01880,Paint & Finishing,Minor,2026-03-07,2026-03-14,,In Progress,Cairo Structural Works,0
SNG-00518,HAN-0175,MER-P2-B3-01880,Plumbing,Moderate,2026-03-06,2026-03-20,,Open,Prime MEP Solutions,0
SNG-00519,HAN-0176,MER-P2-B3-01884,Doors & Windows,Minor,2026-01-26,2026-02-02,,Open,Prime MEP Solutions,0
SNG-00520,HAN-0176,MER-P2-B3-01884,Electrical,Moderate,2026-01-25,2026-02-08,,Open,Nile Engineering Contractors,0
SNG-00521,HAN-0176,MER-P2-B3-01884,HVAC,Major,2026-01-28,2026-02-27,,Open,Modern Facade Systems,0
SNG-00522,HAN-0176,MER-P2-B3-01884,Paint & Finishing,Moderate,2026-01-27,2026-02-10,2026-02-10,Resolved,Delta Construction Group,0
SNG-00523,HAN-0176,MER-P2-B3-01884,Doors & Windows,Moderate,2026-01-19,2026-02-02,,Open,Nile Engineering Contractors,0
SNG-00524,HAN-0177,MER-P2-B3-01885,Flooring,Minor,2026-02-09,2026-02-16,,Open,Nile Engineering Contractors,0
SNG-00525,HAN-0177,MER-P2-B3-01885,Paint & Finishing,Major,2026-02-06,2026-03-08,2026-03-25,Resolved,Nile Engineering Contractors,0
SNG-00526,HAN-0177,MER-P2-B3-01885,Plumbing,Major,2026-02-10,2026-03-12,,Open,Cairo Structural Works,0
SNG-00527,HAN-0177,MER-P2-B3-01885,Structural,Minor,2026-02-08,2026-02-15,2026-02-18,Resolved,Modern Facade Systems,0
SNG-00528,HAN-0177,MER-P2-B3-01885,Doors & Windows,Major,2026-02-09,2026-03-11,,Open,Horizon Build Partners,0
SNG-00529,HAN-0177,MER-P2-B3-01885,Electrical,Moderate,2026-02-14,2026-02-28,,Open,Modern Facade Systems,0
SNG-00530,HAN-0177,MER-P2-B3-01885,Structural,Minor,2026-02-03,2026-02-10,,Open,Horizon Build Partners,0
SNG-00531,HAN-0178,MER-P2-B3-01886,Flooring,Moderate,2026-01-06,2026-01-20,,Open,Delta Construction Group,0
SNG-00532,HAN-0178,MER-P2-B3-01886,Plumbing,Minor,2026-01-05,2026-01-12,2026-01-11,Resolved,Cairo Structural Works,1
SNG-00533,HAN-0178,MER-P2-B3-01886,Doors & Windows,Moderate,2026-01-05,2026-01-19,2026-01-27,Resolved,Cairo Structural Works,0
SNG-00534,HAN-0178,MER-P2-B3-01886,Electrical,Moderate,2026-01-09,2026-01-23,2026-01-20,Resolved,Delta Construction Group,0
SNG-00535,HAN-0178,MER-P2-B3-01886,Paint & Finishing,Minor,2026-01-04,2026-01-11,,In Progress,Horizon Build Partners,0
SNG-00536,HAN-0178,MER-P2-B3-01886,Plumbing,Moderate,2025-12-31,2026-01-14,,Open,Nile Engineering Contractors,0
SNG-00537,HAN-0179,MER-P2-B3-01887,Doors & Windows,Moderate,2026-01-20,2026-02-03,,In Progress,Cairo Structural Works,0
SNG-00538,HAN-0179,MER-P2-B3-01887,Electrical,Moderate,2026-01-31,2026-02-14,2026-02-15,Resolved,Cairo Structural Works,0
SNG-00539,HAN-0179,MER-P2-B3-01887,HVAC,Moderate,2026-01-31,2026-02-14,,Open,Horizon Build Partners,0
SNG-00540,HAN-0179,MER-P2-B3-01887,Electrical,Moderate,2026-01-27,2026-02-10,2026-02-11,Resolved,Modern Facade Systems,0
SNG-00541,HAN-0179,MER-P2-B3-01887,Flooring,Moderate,2026-01-20,2026-02-03,,Open,Nile Engineering Contractors,0
SNG-00542,HAN-0180,MER-P2-B3-01888,Plumbing,Major,2026-03-01,2026-03-31,,In Progress,Modern Facade Systems,0
SNG-00543,HAN-0180,MER-P2-B3-01888,Doors & Windows,Moderate,2026-03-02,2026-03-16,2026-03-14,Resolved,Nile Engineering Contractors,1
SNG-00544,HAN-0180,MER-P2-B3-01888,Structural,Moderate,2026-02-12,2026-02-26,,Open,Horizon Build Partners,0
SNG-00545,HAN-0180,MER-P2-B3-01888,Electrical,Major,2026-03-02,2026-04-01,,Open,Prime MEP Solutions,0
SNG-00546,HAN-0180,MER-P2-B3-01888,Paint & Finishing,Moderate,2026-02-24,2026-03-10,,Open,Horizon Build Partners,0
SNG-00547,HAN-0181,MER-P2-B3-01892,Paint & Finishing,Moderate,2025-12-28,2026-01-11,,In Progress,Horizon Build Partners,0
SNG-00548,HAN-0181,MER-P2-B3-01892,HVAC,Minor,2026-01-03,2026-01-10,,In Progress,Cairo Structural Works,0
SNG-00549,HAN-0181,MER-P2-B3-01892,Paint & Finishing,Major,2026-01-08,2026-02-07,2026-02-09,Resolved,Nile Engineering Contractors,0
SNG-00550,HAN-0182,MER-P2-B3-01893,Structural,Minor,2026-01-20,2026-01-27,,Open,Modern Facade Systems,0
SNG-00551,HAN-0182,MER-P2-B3-01893,Electrical,Moderate,2026-01-20,2026-02-03,2026-01-29,Resolved,Nile Engineering Contractors,1
SNG-00552,HAN-0182,MER-P2-B3-01893,Doors & Windows,Moderate,2026-01-23,2026-02-06,,Open,Delta Construction Group,0
SNG-00553,HAN-0182,MER-P2-B3-01893,Plumbing,Moderate,2026-01-28,2026-02-11,,Open,Horizon Build Partners,0
SNG-00554,HAN-0182,MER-P2-B3-01893,HVAC,Moderate,2026-01-30,2026-02-13,2026-02-12,Resolved,Prime MEP Solutions,1
SNG-00555,HAN-0183,MER-P2-B3-01894,Plumbing,Moderate,2026-03-10,2026-03-24,,In Progress,Horizon Build Partners,0
SNG-00556,HAN-0183,MER-P2-B3-01894,HVAC,Moderate,2026-03-18,2026-04-01,2026-04-07,Resolved,Modern Facade Systems,0
SNG-00557,HAN-0183,MER-P2-B3-01894,Doors & Windows,Minor,2026-03-20,2026-03-27,,Open,Prime MEP Solutions,0
SNG-00558,HAN-0184,MER-P2-B3-01895,Flooring,Minor,2026-01-29,2026-02-05,2026-02-07,Resolved,Nile Engineering Contractors,0
SNG-00559,HAN-0184,MER-P2-B3-01895,Plumbing,Major,2026-01-12,2026-02-11,,Open,Cairo Structural Works,0
SNG-00560,HAN-0184,MER-P2-B3-01895,Flooring,Moderate,2026-01-13,2026-01-27,,Open,Cairo Structural Works,0
SNG-00561,HAN-0184,MER-P2-B3-01895,Paint & Finishing,Major,2026-01-28,2026-02-27,2026-02-21,Resolved,Modern Facade Systems,0
SNG-00562,HAN-0184,MER-P2-B3-01895,HVAC,Moderate,2026-01-13,2026-01-27,2026-02-02,Resolved,Delta Construction Group,0
SNG-00563,HAN-0184,MER-P2-B3-01895,Paint & Finishing,Moderate,2026-01-17,2026-01-31,,Open,Horizon Build Partners,0
SNG-00564,HAN-0184,MER-P2-B3-01895,Flooring,Moderate,2026-01-28,2026-02-11,2026-02-06,Resolved,Nile Engineering Contractors,0
SNG-00565,HAN-0184,MER-P2-B3-01895,Plumbing,Major,2026-01-21,2026-02-20,2026-03-06,Resolved,Nile Engineering Contractors,0
SNG-00566,HAN-0185,MER-P2-B3-01896,Paint & Finishing,Minor,2026-03-12,2026-03-19,2026-03-23,Resolved,Nile Engineering Contractors,0
SNG-00567,HAN-0185,MER-P2-B3-01896,Doors & Windows,Minor,2026-03-07,2026-03-14,,Open,Delta Construction Group,0
SNG-00568,HAN-0185,MER-P2-B3-01896,HVAC,Major,2026-03-07,2026-04-06,,Open,Horizon Build Partners,0
SNG-00569,HAN-0186,MER-P2-B3-01897,Flooring,Moderate,2026-02-23,2026-03-09,2026-03-13,Resolved,Nile Engineering Contractors,0
SNG-00570,HAN-0186,MER-P2-B3-01897,Electrical,Moderate,2026-03-03,2026-03-17,2026-03-22,Resolved,Modern Facade Systems,1
SNG-00571,HAN-0186,MER-P2-B3-01897,Structural,Major,2026-02-16,2026-03-18,2026-03-09,Resolved,Nile Engineering Contractors,0
SNG-00572,HAN-0186,MER-P2-B3-01897,HVAC,Major,2026-02-25,2026-03-27,2026-04-08,Resolved,Prime MEP Solutions,0
SNG-00573,HAN-0186,MER-P2-B3-01897,Electrical,Major,2026-02-27,2026-03-29,,Open,Cairo Structural Works,0
SNG-00574,HAN-0186,MER-P2-B3-01897,Electrical,Major,2026-02-28,2026-03-30,,In Progress,Modern Facade Systems,0
SNG-00575,HAN-0186,MER-P2-B3-01897,Plumbing,Major,2026-03-01,2026-03-31,,In Progress,Cairo Structural Works,0
SNG-00576,HAN-0186,MER-P2-B3-01897,Doors & Windows,Moderate,2026-02-16,2026-03-02,,Open,Nile Engineering Contractors,0
SNG-00577,HAN-0187,MER-P2-B3-01899,Paint & Finishing,Minor,2026-02-10,2026-02-17,,Open,Nile Engineering Contractors,0
SNG-00578,HAN-0187,MER-P2-B3-01899,Paint & Finishing,Moderate,2026-02-14,2026-02-28,,Open,Delta Construction Group,0
SNG-00579,HAN-0187,MER-P2-B3-01899,Electrical,Minor,2026-02-20,2026-02-27,2026-03-02,Resolved,Horizon Build Partners,0
SNG-00580,HAN-0187,MER-P2-B3-01899,Electrical,Moderate,2026-02-20,2026-03-06,,Open,Modern Facade Systems,0
SNG-00581,HAN-0187,MER-P2-B3-01899,Paint & Finishing,Major,2026-02-09,2026-03-11,,In Progress,Cairo Structural Works,0
SNG-00582,HAN-0187,MER-P2-B3-01899,Flooring,Moderate,2026-02-21,2026-03-07,2026-03-05,Resolved,Cairo Structural Works,0
SNG-00583,HAN-0187,MER-P2-B3-01899,HVAC,Major,2026-02-09,2026-03-11,2026-03-31,Resolved,Prime MEP Solutions,1
SNG-00584,HAN-0187,MER-P2-B3-01899,Paint & Finishing,Major,2026-02-20,2026-03-22,,Open,Nile Engineering Contractors,0
SNG-00585,HAN-0188,MER-P2-B3-01900,Plumbing,Minor,2026-02-01,2026-02-08,,Open,Nile Engineering Contractors,0
SNG-00586,HAN-0188,MER-P2-B3-01900,Paint & Finishing,Moderate,2026-02-06,2026-02-20,,In Progress,Cairo Structural Works,0
SNG-00587,HAN-0188,MER-P2-B3-01900,Doors & Windows,Moderate,2026-02-13,2026-02-27,,Open,Cairo Structural Works,0
SNG-00588,HAN-0188,MER-P2-B3-01900,Structural,Major,2026-02-03,2026-03-05,2026-03-03,Resolved,Nile Engineering Contractors,1
SNG-00589,HAN-0188,MER-P2-B3-01900,Electrical,Major,2026-01-28,2026-02-27,,Open,Modern Facade Systems,0
