case_id,customer_id,project_id,unit_id,created_at,category,subcategory,priority,channel,first_response_at,resolved_at,status,resolution_sla_hours,resolution_sla_met,reopen_count,sentiment,escalation_flag,responsible_department
CAS-00532,CUS-000762,HVW,HVW-P1-B4-01225,2025-09-03 00:00:00,Collections,Late Fee Dispute,Medium,In-Person,2025-09-03 00:24:57,2025-09-03 15:07:53,Resolved,48,True,0,Negative,False,Collections
CAS-00533,CUS-000752,HVW,HVW-P2-B2-01322,2025-11-27 00:00:00,General Inquiry,HOA / Facilities Management,Medium,Phone,2025-11-27 01:12:55,2025-11-28 21:55:04,Resolved,48,True,0,Negative,False,Customer Experience
CAS-00534,CUS-000871,HVW,HVW-P2-B2-01336,2025-04-01 00:00:00,General Inquiry,Resale Process,High,In-Person,2025-04-01 03:06:31,,Open,24,,0,Negative,True,Customer Experience
CAS-00535,CUS-000841,HVW,HVW-P3-B2-01517,2024-09-22 00:00:00,Collections,Payment Plan Dispute,Medium,Customer Portal,2024-09-22 01:40:52,2024-09-23 21:47:27,Resolved,48,True,0,Positive,False,Collections
CAS-00536,CUS-001037,HVW,HVW-P2-B4-01435,2026-04-30 00:00:00,Handover,Final Payment Query,Low,Email,2026-04-30 02:09:11,2026-05-03 09:42:40,Resolved,96,True,0,Positive,False,Customer Experience
CAS-00537,CUS-000857,HVW,HVW-P2-B1-01256,2024-09-15 00:00:00,Sales Experience,Communication Quality,Medium,Customer Portal,2024-09-15 02:14:10,2024-09-16 09:33:19,Resolved,48,True,0,Neutral,False,Sales
CAS-00538,CUS-000738,HVW,HVW-P1-B3-01169,2025-11-12 00:00:00,Snagging / Quality,Finishing Quality,Medium,Phone,2025-11-12 01:44:21,2025-11-12 13:30:50,Resolved,48,True,0,Neutral,False,Construction
CAS-00539,CUS-001084,HVW,HVW-P3-B3-01572,2024-11-15 00:00:00,Construction Update,Progress Inquiry,High,Phone,2024-11-15 00:05:00,2024-11-16 05:56:06,Resolved,24,True,0,Neutral,False,Construction
CAS-00540,CUS-000703,HVW,HVW-P2-B3-01375,2025-10-09 00:00:00,Collections,Installment Amount Query,Low,WhatsApp,2025-10-09 01:47:09,,Open,96,,0,Positive,False,Collections
CAS-00541,CUS-000989,HVW,HVW-P1-B2-01104,2025-08-16 00:00:00,Handover,Handover Date Concern,High,Customer Portal,2025-08-16 01:56:18,2025-08-17 12:41:15,Resolved,24,True,0,Negative,True,Customer Experience
CAS-00542,CUS-001074,HVW,HVW-P1-B3-01182,2026-01-30 00:00:00,Collections,Payment Plan Dispute,High,In-Person,2026-01-30 02:02:29,,Open,24,,0,Positive,True,Collections
CAS-00543,CUS-000784,HVW,HVW-P1-B4-01243,2025-10-05 00:00:00,Construction Update,Site Visit Request,Medium,WhatsApp,2025-10-05 01:06:57,2025-10-05 12:16:37,Resolved,48,True,0,Neutral,False,Construction
CAS-00544,CUS-001008,HVW,HVW-P3-B1-01477,2026-05-30 00:00:00,General Inquiry,Amenities,Critical,Customer Portal,2026-05-30 01:58:53,2026-05-30 03:50:15,Resolved,4,True,0,Neutral,False,Customer Experience
CAS-00545,CUS-000687,HVW,HVW-P1-B1-01060,2026-01-13 00:00:00,General Inquiry,Resale Process,Medium,Email,2026-01-13 00:05:00,2026-01-13 20:01:20,Resolved,48,True,0,Positive,False,Customer Experience
CAS-00546,CUS-000967,HVW,HVW-P2-B2-01325,2025-09-03 00:00:00,Construction Update,Delay Concern,Low,Customer Portal,2025-09-03 01:45:46,2025-09-06 19:58:15,Resolved,96,True,0,Neutral,False,Construction
CAS-00547,CUS-001036,HVW,HVW-P2-B3-01385,2024-12-24 00:00:00,General Inquiry,Resale Process,Medium,Customer Portal,2024-12-24 01:37:38,2024-12-26 00:27:19,Resolved,48,True,0,Neutral,False,Customer Experience
CAS-00548,CUS-000998,HVW,HVW-P2-B4-01427,2026-04-29 00:00:00,Collections,Installment Amount Query,Medium,Customer Portal,2026-04-29 01:17:21,,Open,48,,0,Neutral,False,Collections
CAS-00549,CUS-000775,HVW,HVW-P3-B4-01631,2026-05-10 00:00:00,Handover,Handover Date Concern,High,WhatsApp,2026-05-10 02:00:11,2026-05-10 10:08:05,Resolved,24,True,0,Neutral,False,Customer Experience
CAS-00550,CUS-000958,HVW,HVW-P1-B1-01068,2025-01-20 00:00:00,Snagging / Quality,MEP Issue,Low,Phone,2025-01-20 00:05:00,2025-01-23 13:48:19,Resolved,96,True,0,Positive,False,Construction
CAS-00551,CUS-000894,HVW,HVW-P1-B2-01112,2025-03-03 00:00:00,Collections,Late Fee Dispute,Low,In-Person,2025-03-03 00:31:03,2025-03-06 22:48:27,Resolved,96,True,0,Neutral,False,Collections
CAS-00552,CUS-000963,HVW,HVW-P1-B2-01132,2024-07-19 00:00:00,Collections,Late Fee Dispute,High,In-Person,2024-07-19 02:28:51,2024-07-20 10:19:08,Resolved,24,True,0,Negative,False,Collections
CAS-00553,CUS-000869,HVW,HVW-P2-B3-01357,2024-09-07 00:00:00,Handover,Final Payment Query,Medium,Email,2024-09-07 02:07:23,2024-09-08 05:48:19,Resolved,48,True,0,Positive,False,Customer Experience
CAS-00554,CUS-001050,HVW,HVW-P2-B4-01452,2026-05-20 00:00:00,Collections,Late Fee Dispute,Medium,In-Person,2026-05-20 02:54:49,2026-05-20 03:54:49,Resolved,48,True,0,Negative,False,Collections
CAS-00555,CUS-000960,HVW,HVW-P1-B1-01067,2025-04-24 00:00:00,Construction Update,Progress Inquiry,High,In-Person,2025-04-24 00:05:00,2025-04-24 13:52:57,Resolved,24,True,0,Negative,True,Construction
CAS-00556,CUS-000993,HVW,HVW-P2-B1-01296,2026-03-19 00:00:00,Collections,Installment Amount Query,High,In-Person,2026-03-19 00:20:32,2026-03-20 02:17:00,Resolved,24,True,0,Negative,False,Collections
CAS-00557,CUS-000995,HVW,HVW-P3-B1-01480,2024-09-09 00:00:00,Sales Experience,Response Time,Medium,Email,2024-09-09 02:13:11,2024-09-09 14:15:27,Resolved,48,True,0,Neutral,False,Sales
CAS-00558,CUS-000862,HVW,HVW-P2-B1-01284,2025-05-14 00:00:00,Collections,Installment Amount Query,Medium,Customer Portal,2025-05-14 01:54:51,2025-05-16 05:55:43,Resolved,48,True,0,Neutral,False,Collections
CAS-00559,CUS-000866,HVW,HVW-P1-B2-01106,2026-02-07 00:00:00,Collections,Late Fee Dispute,Low,WhatsApp,2026-02-07 02:26:49,2026-02-08 15:10:17,Resolved,96,True,0,Neutral,False,Collections
CAS-00560,CUS-001046,HVW,HVW-P3-B4-01608,2024-08-01 00:00:00,Collections,Installment Amount Query,Low,Phone,2024-08-01 02:39:47,2024-08-01 17:53:45,Resolved,96,True,0,Negative,False,Collections
CAS-00561,CUS-000708,HVW,HVW-P1-B3-01189,2025-10-02 00:00:00,Collections,Payment Plan Dispute,Low,Email,2025-10-02 01:00:46,2025-10-04 02:56:29,Resolved,96,True,0,Negative,False,Collections
CAS-00562,CUS-000881,HVW,HVW-P1-B2-01125,2025-05-28 00:00:00,Handover,Handover Date Concern,Medium,In-Person,2025-05-28 00:05:00,2025-05-28 06:36:34,Resolved,48,True,0,Positive,False,Customer Experience
CAS-00563,CUS-000782,HVW,HVW-P1-B4-01208,2026-01-21 00:00:00,Sales Experience,Misrepresentation Concern,Medium,Phone,2026-01-21 00:19:31,2026-01-22 23:57:20,Resolved,48,True,0,Neutral,False,Sales
CAS-00564,CUS-000688,HVW,HVW-P2-B2-01345,2024-12-12 00:00:00,Handover,Final Payment Query,Low,Customer Portal,2024-12-12 00:41:12,2024-12-12 01:41:12,Resolved,96,True,0,Negative,False,Customer Experience
CAS-00565,CUS-000966,HVW,HVW-P3-B1-01502,2024-08-29 00:00:00,Construction Update,Site Visit Request,Critical,WhatsApp,2024-08-29 00:42:56,2024-08-29 04:32:19,Resolved,4,True,0,Negative,True,Construction
CAS-00566,CUS-000688,HVW,HVW-P2-B2-01345,2025-07-16 00:00:00,Construction Update,Site Visit Request,High,WhatsApp,2025-07-16 02:25:47,2025-07-16 21:15:38,Resolved,24,True,0,Neutral,False,Construction
CAS-00567,CUS-000693,HVW,HVW-P2-B3-01361,2025-02-15 00:00:00,General Inquiry,Resale Process,Low,Phone,2025-02-15 00:55:56,2025-02-19 10:35:08,Resolved,96,True,0,Neutral,False,Customer Experience
CAS-00568,CUS-000987,HVW,HVW-P1-B3-01200,2026-03-24 00:00:00,Collections,Late Fee Dispute,Medium,Email,2026-03-24 01:05:31,2026-03-26 18:25:35,Resolved,48,True,0,Neutral,False,Collections
CAS-00569,CUS-001054,HVW,HVW-P2-B2-01304,2026-03-01 00:00:00,Sales Experience,Misrepresentation Concern,Medium,Customer Portal,2026-03-01 02:13:57,2026-03-01 23:57:26,Resolved,48,True,0,Positive,False,Sales
CAS-00570,CUS-000732,HVW,HVW-P1-B1-01073,2026-01-16 00:00:00,Snagging / Quality,Finishing Quality,Low,WhatsApp,2026-01-16 01:00:03,2026-01-19 17:31:12,Resolved,96,True,0,Positive,False,Construction
CAS-00571,CUS-001002,HVW,HVW-P1-B4-01203,2026-03-31 00:00:00,Handover,Documentation,Medium,WhatsApp,2026-03-31 03:28:49,2026-04-02 00:54:41,Resolved,48,True,0,Neutral,False,Customer Experience
CAS-00572,CUS-000862,HVW,HVW-P2-B1-01284,2025-06-26 00:00:00,Snagging / Quality,Defect Report,Low,WhatsApp,2025-06-26 01:35:26,2025-07-01 21:53:34,Resolved,96,True,0,Neutral,False,Construction
CAS-00573,CUS-000742,HVW,HVW-P2-B1-01273,2026-03-20 00:00:00,Sales Experience,Communication Quality,Medium,Phone,2026-03-20 00:33:39,2026-03-22 09:48:59,Resolved,48,True,1,Negative,False,Sales
CAS-00574,CUS-000796,HVW,HVW-P3-B1-01483,2025-04-22 00:00:00,Sales Experience,Communication Quality,Medium,Email,2025-04-22 02:18:48,,Open,48,,0,Negative,False,Sales
CAS-00575,CUS-000782,HVW,HVW-P1-B4-01208,2026-01-01 00:00:00,General Inquiry,Amenities,Medium,In-Person,2026-01-01 03:03:23,2026-01-04 06:26:52,Resolved,48,False,0,Negative,False,Customer Experience
CAS-00576,CUS-001033,HVW,HVW-P1-B2-01152,2024-07-17 00:00:00,Collections,Payment Plan Dispute,High,Phone,2024-07-17 02:39:39,,Open,24,,0,Neutral,False,Collections
CAS-00577,CUS-000917,HVW,HVW-P1-B1-01090,2024-07-15 00:00:00,Sales Experience,Response Time,Low,In-Person,2024-07-15 02:23:20,2024-07-16 13:59:16,Resolved,96,True,0,Negative,False,Sales
CAS-00578,CUS-000698,HVW,HVW-P1-B2-01111,2024-07-08 00:00:00,Collections,Payment Plan Dispute,Medium,Phone,2024-07-08 01:46:13,2024-07-08 20:47:06,Resolved,48,True,0,Negative,False,Collections
CAS-00579,CUS-000809,HVW,HVW-P3-B3-01586,2025-11-02 00:00:00,Construction Update,Delay Concern,Medium,In-Person,2025-11-02 01:24:15,2025-11-03 02:06:26,Resolved,48,True,0,Neutral,False,Construction
CAS-00580,CUS-000694,HVW,HVW-P2-B2-01344,2026-04-11 00:00:00,Collections,Late Fee Dispute,Critical,Phone,2026-04-11 01:40:39,2026-04-11 02:51:01,Resolved,4,True,0,Negative,True,Collections
CAS-00581,CUS-000930,HVW,HVW-P2-B1-01281,2024-07-30 00:00:00,Collections,Installment Amount Query,Medium,In-Person,2024-07-30 00:05:00,2024-07-30 18:10:38,Resolved,48,True,0,Negative,False,Collections
CAS-00582,CUS-000893,HVW,HVW-P1-B1-01055,2025-08-06 00:00:00,Collections,Late Fee Dispute,Critical,WhatsApp,2025-08-06 00:08:03,2025-08-06 05:12:51,Resolved,4,True,0,Neutral,True,Collections
CAS-00583,CUS-000688,HVW,HVW-P2-B2-01345,2025-11-07 00:00:00,Collections,Late Fee Dispute,High,WhatsApp,2025-11-07 01:42:41,2025-11-08 05:49:57,Resolved,24,True,1,Neutral,True,Collections
CAS-00584,CUS-000847,HVW,HVW-P1-B3-01192,2024-09-22 00:00:00,Collections,Payment Plan Dispute,Low,Email,2024-09-22 00:06:32,2024-09-24 04:56:05,Resolved,96,True,0,Negative,False,Collections
CAS-00585,CUS-001025,HVW,HVW-P1-B4-01216,2025-09-26 00:00:00,Snagging / Quality,MEP Issue,High,Customer Portal,2025-09-26 01:42:18,2025-09-26 23:06:43,Resolved,24,True,0,Neutral,False,Construction
CAS-00586,CUS-001041,HVW,HVW-P2-B2-01332,2025-07-26 00:00:00,General Inquiry,HOA / Facilities Management,High,In-Person,2025-07-26 01:10:48,2025-07-27 04:37:21,Resolved,24,True,0,Positive,True,Customer Experience
CAS-00587,CUS-000692,HVW,HVW-P2-B4-01410,2026-02-02 00:00:00,General Inquiry,Resale Process,Low,In-Person,2026-02-02 01:06:02,2026-02-04 19:47:00,Resolved,96,True,0,Positive,False,Customer Experience
CAS-00588,CUS-000788,HVW,HVW-P2-B1-01253,2024-08-28 00:00:00,Sales Experience,Response Time,High,In-Person,2024-08-28 02:13:19,2024-08-29 21:34:07,Resolved,24,False,0,Positive,True,Sales
CAS-00589,CUS-000882,HVW,HVW-P1-B4-01220,2025-02-28 00:00:00,Sales Experience,Misrepresentation Concern,Low,Email,2025-02-28 02:48:42,2025-03-02 16:34:46,Resolved,96,True,0,Neutral,False,Sales
CAS-00590,CUS-000724,HVW,HVW-P1-B4-01239,2026-03-28 00:00:00,Snagging / Quality,Finishing Quality,Medium,Email,2026-03-28 00:05:00,2026-03-30 03:38:04,Resolved,48,True,0,Negative,False,Construction
CAS-00591,CUS-000968,HVW,HVW-P3-B1-01498,2026-04-03 00:00:00,Construction Update,Delay Concern,Medium,Email,2026-04-03 01:19:32,2026-04-05 07:19:31,Resolved,48,True,0,Positive,False,Construction
CAS-00592,CUS-000985,HVW,HVW-P3-B3-01553,2024-09-21 00:00:00,Collections,Late Fee Dispute,Medium,Customer Portal,2024-09-21 01:04:43,2024-09-21 02:04:43,Resolved,48,True,0,Negative,False,Collections
CAS-00593,CUS-000758,HVW,HVW-P3-B2-01521,2025-07-14 00:00:00,General Inquiry,Amenities,High,Email,2025-07-14 03:03:46,2025-07-15 14:26:30,Resolved,24,True,0,Negative,False,Customer Experience
CAS-00594,CUS-000994,HVW,HVW-P1-B4-01212,2024-09-30 00:00:00,Construction Update,Delay Concern,Medium,Phone,2024-09-30 00:43:52,2024-09-30 01:43:52,Resolved,48,True,0,Positive,False,Construction
CAS-00595,CUS-000872,HVW,HVW-P1-B2-01103,2025-10-27 00:00:00,Construction Update,Progress Inquiry,Medium,In-Person,2025-10-27 01:05:54,2025-10-29 23:56:06,Resolved,48,True,0,Neutral,False,Construction
CAS-00596,CUS-000692,HVW,HVW-P2-B4-01410,2025-03-08 00:00:00,Snagging / Quality,Finishing Quality,Low,Customer Portal,2025-03-08 01:54:14,2025-03-11 03:37:03,Resolved,96,True,0,Neutral,False,Construction
CAS-00597,CUS-000797,HVW,HVW-P1-B4-01217,2026-02-14 00:00:00,Sales Experience,Misrepresentation Concern,High,Customer Portal,2026-02-14 02:30:13,2026-02-14 06:04:01,Resolved,24,True,0,Positive,False,Sales
CAS-00598,CUS-000767,HVW,HVW-P2-B1-01302,2025-07-27 00:00:00,Collections,Payment Plan Dispute,Low,Phone,2025-07-27 01:13:04,2025-07-28 04:38:36,Resolved,96,True,0,Negative,False,Collections
CAS-00599,CUS-000833,HVW,HVW-P3-B3-01593,2025-04-17 00:00:00,Snagging / Quality,Finishing Quality,Medium,WhatsApp,2025-04-17 02:17:42,2025-04-18 11:22:29,Resolved,48,True,0,Positive,False,Construction
CAS-00600,CUS-000892,HVW,HVW-P2-B3-01390,2026-03-21 00:00:00,Collections,Payment Plan Dispute,Medium,In-Person,2026-03-21 02:24:24,2026-03-21 12:56:37,Resolved,48,True,0,Negative,False,Collections
CAS-00601,CUS-000996,HVW,HVW-P1-B4-01229,2024-09-26 00:00:00,Collections,Late Fee Dispute,High,Email,2024-09-26 00:14:47,,Open,24,,0,Neutral,True,Collections
CAS-00602,CUS-000882,HVW,HVW-P1-B4-01220,2025-09-04 00:00:00,Sales Experience,Misrepresentation Concern,Low,Phone,2025-09-04 03:28:55,2025-09-08 11:19:54,Resolved,96,True,0,Negative,False,Sales
CAS-00603,CUS-000716,HVW,HVW-P1-B1-01089,2024-10-18 00:00:00,General Inquiry,Resale Process,Low,Phone,2024-10-18 00:44:26,,Open,96,,0,Positive,False,Customer Experience
CAS-00604,CUS-001046,HVW,HVW-P3-B4-01608,2025-04-07 00:00:00,Snagging / Quality,MEP Issue,Low,Email,2025-04-07 01:57:41,2025-04-11 03:52:49,Resolved,96,True,0,Positive,False,Construction
CAS-00605,CUS-000971,HVW,HVW-P1-B4-01226,2025-01-22 00:00:00,Collections,Installment Amount Query,Low,Phone,2025-01-22 02:24:32,2025-01-24 18:53:32,Resolved,96,True,0,Positive,False,Collections
CAS-00606,CUS-000941,HVW,HVW-P3-B3-01573,2024-12-18 00:00:00,Collections,Payment Plan Dispute,Low,Email,2024-12-18 02:21:46,2024-12-24 06:04:02,Resolved,96,False,0,Neutral,False,Collections
CAS-00607,CUS-000921,HVW,HVW-P2-B1-01299,2025-10-13 00:00:00,Construction Update,Delay Concern,Low,WhatsApp,2025-10-13 00:38:17,2025-10-17 07:03:45,Resolved,96,True,0,Neutral,False,Construction
CAS-00608,CUS-001014,HVW,HVW-P2-B1-01274,2025-12-25 00:00:00,Collections,Payment Plan Dispute,Low,Customer Portal,2025-12-25 00:11:47,2025-12-27 16:18:28,Resolved,96,True,0,Negative,False,Collections
CAS-00609,CUS-000762,HVW,HVW-P1-B4-01225,2025-04-28 00:00:00,Collections,Late Fee Dispute,Medium,Phone,2025-04-28 02:15:44,,Open,48,,0,Negative,False,Collections
CAS-00610,CUS-000791,HVW,HVW-P2-B4-01425,2025-06-01 00:00:00,Snagging / Quality,MEP Issue,Low,Phone,2025-06-01 00:36:51,,Open,96,,0,Neutral,False,Construction
CAS-00611,CUS-000850,HVW,HVW-P3-B4-01648,2024-12-17 00:00:00,Snagging / Quality,Defect Report,Medium,Email,2024-12-17 02:16:50,2024-12-17 11:40:46,Resolved,48,True,0,Positive,False,Construction
CAS-00612,CUS-001081,HVW,HVW-P3-B2-01512,2024-09-02 00:00:00,General Inquiry,HOA / Facilities Management,Medium,In-Person,2024-09-02 01:10:40,,Open,48,,0,Negative,False,Customer Experience
CAS-00613,CUS-000783,HVW,HVW-P2-B2-01319,2026-06-19 00:00:00,Construction Update,Progress Inquiry,Medium,In-Person,2026-06-19 01:38:51,2026-06-20 13:22:52,Resolved,48,True,0,Neutral,False,Construction
CAS-00614,CUS-000836,HVW,HVW-P1-B2-01143,2024-09-28 00:00:00,Snagging / Quality,MEP Issue,Medium,WhatsApp,2024-09-28 03:24:57,2024-09-29 04:13:58,Resolved,48,True,0,Neutral,False,Construction
CAS-00615,CUS-001069,HVW,HVW-P1-B1-01059,2026-02-13 00:00:00,Collections,Late Fee Dispute,Low,Email,2026-02-13 00:34:51,2026-02-15 14:23:42,Resolved,96,True,0,Positive,False,Collections
CAS-00616,CUS-000854,HVW,HVW-P3-B3-01585,2026-01-31 00:00:00,Collections,Late Fee Dispute,Medium,Email,2026-01-31 01:26:24,2026-02-03 20:31:09,Resolved,48,False,0,Negative,False,Collections
CAS-00617,CUS-000722,HVW,HVW-P2-B4-01408,2025-11-10 00:00:00,Sales Experience,Misrepresentation Concern,Low,Customer Portal,2025-11-10 03:06:58,2025-11-13 13:05:27,Resolved,96,True,0,Neutral,False,Sales
CAS-00618,CUS-000832,HVW,HVW-P2-B4-01415,2026-06-06 00:00:00,Construction Update,Progress Inquiry,Medium,Customer Portal,2026-06-06 00:42:15,2026-06-07 04:13:51,Resolved,48,True,0,Positive,False,Construction
CAS-00619,CUS-000881,HVW,HVW-P1-B2-01125,2025-02-07 00:00:00,Collections,Installment Amount Query,Medium,Phone,2025-02-07 00:20:30,,Open,48,,0,Neutral,False,Collections
CAS-00620,CUS-001034,HVW,HVW-P2-B1-01272,2024-10-10 00:00:00,Snagging / Quality,Defect Report,Low,WhatsApp,2024-10-10 00:46:49,2024-10-12 22:18:33,Resolved,96,True,0,Positive,False,Construction
CAS-00621,CUS-000922,HVW,HVW-P1-B4-01210,2025-03-19 00:00:00,Collections,Payment Plan Dispute,Medium,Customer Portal,2025-03-19 01:00:25,2025-03-19 23:55:00,Resolved,48,True,0,Neutral,False,Collections
CAS-00622,CUS-000888,HVW,HVW-P3-B2-01530,2026-05-19 00:00:00,Collections,Late Fee Dispute,Low,In-Person,2026-05-19 00:08:22,,Open,96,,0,Neutral,False,Collections
CAS-00623,CUS-000845,HVW,HVW-P3-B4-01630,2026-01-20 00:00:00,General Inquiry,HOA / Facilities Management,Low,Email,2026-01-20 01:39:06,2026-01-21 10:07:38,Resolved,96,True,0,Neutral,False,Customer Experience
CAS-00624,CUS-000727,HVW,HVW-P3-B4-01644,2025-01-21 00:00:00,Collections,Installment Amount Query,Medium,WhatsApp,2025-01-21 03:13:30,2025-01-21 12:17:13,Resolved,48,True,0,Positive,False,Collections
CAS-00625,CUS-000967,HVW,HVW-P2-B2-01325,2026-02-20 00:00:00,Snagging / Quality,Finishing Quality,Low,In-Person,2026-02-20 01:48:30,2026-02-23 06:12:56,Resolved,96,True,0,Neutral,False,Construction
CAS-00626,CUS-000917,HVW,HVW-P1-B1-01090,2024-12-22 00:00:00,Snagging / Quality,MEP Issue,Medium,Customer Portal,2024-12-22 00:58:48,,Open,48,,0,Neutral,False,Construction
CAS-00627,CUS-000983,HVW,HVW-P2-B4-01444,2024-12-27 00:00:00,Collections,Payment Plan Dispute,High,Email,2024-12-27 02:35:41,2024-12-28 02:22:46,Resolved,24,True,0,Negative,False,Collections
CAS-00628,CUS-000998,HVW,HVW-P2-B4-01427,2025-04-23 00:00:00,General Inquiry,Amenities,Medium,In-Person,2025-04-23 00:58:28,2025-04-25 18:39:00,Resolved,48,True,0,Positive,False,Customer Experience
CAS-00629,CUS-001003,HVW,HVW-P2-B3-01372,2024-07-31 00:00:00,Collections,Installment Amount Query,Low,In-Person,2024-07-31 02:07:07,2024-08-02 02:49:18,Resolved,96,True,0,Positive,False,Collections
CAS-00630,CUS-001032,HVW,HVW-P1-B4-01249,2025-03-17 00:00:00,Construction Update,Progress Inquiry,Low,WhatsApp,2025-03-17 00:14:45,2025-03-22 18:05:31,Resolved,96,True,0,Negative,False,Construction
CAS-00631,CUS-000746,HVW,HVW-P1-B1-01099,2026-01-25 00:00:00,Snagging / Quality,MEP Issue,Low,Phone,2026-01-25 02:12:29,2026-01-30 01:52:51,Resolved,96,True,0,Positive,False,Construction
CAS-00632,CUS-001057,HVW,HVW-P2-B1-01282,2024-07-05 00:00:00,Sales Experience,Misrepresentation Concern,Critical,Customer Portal,2024-07-05 01:00:49,2024-07-05 05:36:40,Resolved,4,True,0,Neutral,True,Sales
CAS-00633,CUS-000880,HVW,HVW-P1-B2-01114,2024-12-08 00:00:00,Snagging / Quality,Defect Report,Low,Email,2024-12-08 02:21:11,2024-12-09 00:12:31,Resolved,96,True,0,Positive,False,Construction
CAS-00634,CUS-000803,HVW,HVW-P2-B2-01307,2025-10-23 00:00:00,Collections,Installment Amount Query,Low,Phone,2025-10-23 01:00:39,,Open,96,,0,Neutral,False,Collections
CAS-00635,CUS-000715,HVW,HVW-P2-B2-01352,2025-07-01 00:00:00,Handover,Documentation,Critical,Customer Portal,2025-07-01 03:47:43,2025-07-01 05:18:41,Resolved,4,True,0,Positive,True,Customer Experience
CAS-00636,CUS-000833,HVW,HVW-P3-B3-01593,2025-07-09 00:00:00,Collections,Payment Plan Dispute,Critical,Customer Portal,2025-07-09 01:55:17,2025-07-09 02:55:17,Resolved,4,True,0,Negative,False,Collections
CAS-00637,CUS-000803,HVW,HVW-P2-B2-01307,2026-03-23 00:00:00,Collections,Payment Plan Dispute,Low,Phone,2026-03-23 02:21:45,,Open,96,,0,Negative,False,Collections
CAS-00638,CUS-000742,HVW,HVW-P2-B1-01273,2026-02-26 00:00:00,Collections,Installment Amount Query,Low,In-Person,2026-02-26 02:22:26,,Open,96,,0,Negative,False,Collections
CAS-00639,CUS-000927,HVW,HVW-P2-B4-01437,2025-12-03 00:00:00,Collections,Installment Amount Query,Medium,Email,2025-12-03 03:14:55,2025-12-04 20:19:49,Resolved,48,True,0,Negative,False,Collections
CAS-00640,CUS-001010,HVW,HVW-P3-B4-01620,2025-02-09 00:00:00,Collections,Payment Plan Dispute,High,Email,2025-02-09 00:53:53,2025-02-10 16:00:46,Resolved,24,False,0,Neutral,True,Collections
CAS-00641,CUS-000869,HVW,HVW-P2-B3-01357,2026-05-25 00:00:00,Collections,Installment Amount Query,Low,In-Person,2026-05-25 01:15:53,,Open,96,,0,Negative,False,Collections
CAS-00642,CUS-000860,HVW,HVW-P3-B3-01564,2025-08-17 00:00:00,Handover,Documentation,High,Phone,2025-08-17 01:18:43,2025-08-17 17:38:31,Resolved,24,True,0,Positive,True,Customer Experience
CAS-00643,CUS-000733,HVW,HVW-P3-B2-01552,2025-05-25 00:00:00,Handover,Handover Date Concern,Low,Customer Portal,2025-05-25 00:05:00,2025-05-29 15:14:23,Resolved,96,True,0,Negative,False,Customer Experience
CAS-00644,CUS-000780,HVW,HVW-P1-B2-01118,2024-08-14 00:00:00,Collections,Installment Amount Query,Medium,Email,2024-08-14 03:30:23,2024-08-15 04:40:30,Resolved,48,True,0,Positive,False,Collections
CAS-00645,CUS-000724,HVW,HVW-P1-B4-01239,2024-08-31 00:00:00,Collections,Late Fee Dispute,High,WhatsApp,2024-08-31 00:28:54,,Open,24,,0,Negative,False,Collections
CAS-00646,CUS-001004,HVW,HVW-P2-B4-01407,2024-09-22 00:00:00,Collections,Payment Plan Dispute,High,In-Person,2024-09-22 01:38:43,,Open,24,,0,Neutral,True,Collections
CAS-00647,CUS-000998,HVW,HVW-P2-B4-01427,2025-04-25 00:00:00,Sales Experience,Communication Quality,Medium,In-Person,2025-04-25 01:44:05,2025-04-26 08:14:44,Resolved,48,True,0,Neutral,False,Sales
CAS-00648,CUS-000701,HVW,HVW-P2-B4-01447,2025-05-13 00:00:00,Construction Update,Site Visit Request,Medium,Email,2025-05-13 01:34:46,2025-05-13 21:27:25,Resolved,48,True,0,Negative,False,Construction
CAS-00649,CUS-000707,HVW,HVW-P3-B1-01453,2025-08-21 00:00:00,Collections,Payment Plan Dispute,Medium,Customer Portal,2025-08-21 02:30:40,2025-08-21 08:09:31,Resolved,48,True,0,Negative,False,Collections
CAS-00650,CUS-000841,HVW,HVW-P3-B2-01517,2025-04-20 00:00:00,Snagging / Quality,Finishing Quality,High,In-Person,2025-04-20 01:00:06,2025-04-20 03:56:58,Resolved,24,True,0,Positive,False,Construction
CAS-00651,CUS-000836,HVW,HVW-P1-B2-01143,2024-10-02 00:00:00,Sales Experience,Communication Quality,Low,Customer Portal,2024-10-02 01:43:05,2024-10-06 02:19:15,Resolved,96,True,0,Positive,False,Sales
CAS-00652,CUS-000845,HVW,HVW-P3-B4-01630,2025-06-26 00:00:00,Collections,Installment Amount Query,Medium,Email,2025-06-26 02:24:18,2025-06-29 10:22:40,Resolved,48,False,0,Neutral,False,Collections
CAS-00653,CUS-000750,HVW,HVW-P2-B4-01439,2025-10-14 00:00:00,Handover,Handover Date Concern,Low,WhatsApp,2025-10-14 00:19:04,2025-10-18 11:14:07,Resolved,96,True,0,Positive,False,Customer Experience
CAS-00654,CUS-000949,HVW,HVW-P1-B1-01063,2024-12-04 00:00:00,General Inquiry,Amenities,Medium,Customer Portal,2024-12-04 01:56:03,2024-12-07 23:04:39,Resolved,48,False,0,Positive,False,Customer Experience
