unit_id,project_id,phase,building,floor,unit_type,bedrooms,built_up_area_sqm,garden_area_sqm,terrace_area_sqm,view_type,list_price,price_per_sqm,release_date,unit_status,reservation_date,contract_date,cancellation_date,buyer_id,broker_id,sales_agent_id,discount_pct,net_contract_value,payment_plan_years,down_payment_pct,expected_handover_date,forecast_handover_date,construction_completion_pct,days_on_market,availability_bucket
VTX-P2-B1-00930,VTX,Phase 2,Building A,2,Office,0,124.2,0.0,0.0,Skyline View,7445417.4,59947.0,2025-07-03,available,,,,,,,,,,,,,71.0,362,181-365 days
VTX-P2-B1-00931,VTX,Phase 2,Building A,0,Office,0,278.2,0.0,0.0,Garden View,16101103.2,57876.0,2026-05-25,available,,,,,,,,,,,,,71.0,36,31-90 days
VTX-P2-B1-00932,VTX,Phase 2,Building A,9,Retail,0,109.1,0.0,0.0,Pool View,7592487.2,69592.0,2025-06-20,available,,,,,,,,,,,,,71.0,375,365+ days
VTX-P2-B1-00933,VTX,Phase 2,Building A,4,Office,0,72.2,0.0,2.9,Pool View,4226227.0,58535.0,2025-11-23,reserved,2025-07-02,,,CUS-000569,BRK-06,AGT-015,12.5,3697948.62,3,8.7,2026-03-31,2026-03-31,71.0,0,0-30 days
VTX-P2-B1-00934,VTX,Phase 2,Building A,5,Office,0,84.7,0.0,0.6,Skyline View,4922255.8,58114.0,2025-09-26,contracted,2026-03-25,2026-04-16,,CUS-000576,,AGT-017,5.3,4661376.24,6,23.9,2026-03-31,2026-03-31,71.0,180,91-180 days
VTX-P2-B1-00935,VTX,Phase 2,Building A,14,Office,0,288.0,0.0,0.0,Garden View,19846656.0,68912.0,2025-04-12,contracted,2025-12-09,2025-12-27,,CUS-000608,,AGT-018,3.3,19191716.35,4,17.2,2026-03-31,2026-03-31,71.0,241,181-365 days
VTX-P2-B1-00936,VTX,Phase 2,Building A,2,Office,0,302.1,0.0,0.0,Courtyard View,22069009.2,73052.0,2025-04-04,cancelled,2024-08-11,2024-09-02,2024-10-13,CUS-000588,BRK-04,AGT-015,4.3,21120041.8,5,20.2,2026-03-31,2026-03-31,71.0,0,0-30 days
VTX-P2-B1-00937,VTX,Phase 2,Building A,1,Office,0,184.5,0.0,0.0,Skyline View,10214842.5,55365.0,2025-12-08,cancelled,2026-03-24,,2026-05-02,CUS-000612,,AGT-015,3.3,9877752.7,3,15.2,2026-03-31,2026-03-31,71.0,106,91-180 days
VTX-P2-B1-00938,VTX,Phase 2,Building A,8,Administrative,0,63.4,0.0,0.0,Pool View,3411997.8,53817.0,2026-01-18,available,,,,,,,,,,,,,71.0,163,91-180 days
VTX-P2-B1-00939,VTX,Phase 2,Building A,4,Office,0,146.4,0.0,0.0,Pool View,8661902.4,59166.0,2025-11-01,available,,,,,,,,,,,,,71.0,241,181-365 days
VTX-P2-B1-00940,VTX,Phase 2,Building A,2,Office,0,104.6,0.0,0.0,Pool View,6090544.2,58227.0,2025-07-29,contracted,2024-07-17,2024-08-26,,CUS-000667,BRK-06,AGT-017,11.1,5414493.79,6,12.9,2026-03-31,2026-03-31,71.0,0,0-30 days
VTX-P2-B1-00941,VTX,Phase 2,Building A,8,Office,0,49.5,0.0,0.0,Courtyard View,2462575.5,49749.0,2025-09-28,contracted,2026-05-22,2026-06-10,,CUS-000514,BRK-06,AGT-016,9.5,2228630.83,3,8.3,2026-03-31,2026-03-31,71.0,236,181-365 days
VTX-P2-B1-00942,VTX,Phase 2,Building A,14,Office,0,57.4,0.0,0.0,Pool View,3985856.0,69440.0,2026-03-13,reserved,2025-05-29,,,CUS-000586,BRK-10,AGT-015,4.5,3806492.48,5,16.9,2026-03-31,2026-03-31,71.0,0,0-30 days
VTX-P2-B1-00943,VTX,Phase 2,Building A,12,Office,0,235.0,0.0,0.0,Pool View,14053000.0,59800.0,2026-01-01,available,,,,,,,,,,,,,71.0,180,91-180 days
VTX-P2-B1-00944,VTX,Phase 2,Building A,12,Office,0,151.6,0.0,0.0,Garden View,9879772.0,65170.0,2025-05-29,contracted,2025-12-23,2026-01-06,,CUS-000493,,AGT-016,5.2,9366023.86,4,23.0,2026-03-31,2026-03-31,71.0,208,181-365 days
VTX-P2-B1-00945,VTX,Phase 2,Building A,10,Administrative,0,79.2,0.0,0.0,Courtyard View,4968374.4,62732.0,2026-03-21,contracted,2025-05-04,2025-05-16,,CUS-000575,,AGT-018,2.2,4859070.16,3,24.6,2026-03-31,2026-03-31,71.0,0,0-30 days
VTX-P2-B1-00946,VTX,Phase 2,Building A,7,Retail,0,174.2,0.0,0.0,Courtyard View,12924072.2,74191.0,2026-04-18,available,,,,,,,,,,,,,71.0,73,31-90 days
VTX-P2-B1-00947,VTX,Phase 2,Building A,6,Office,0,300.5,0.0,0.0,Pool View,23952554.5,79709.0,2025-06-20,contracted,2025-02-23,2025-03-24,,CUS-000589,BRK-09,AGT-017,3.1,23210025.31,3,19.0,2026-03-31,2026-03-31,71.0,0,0-30 days
VTX-P2-B1-00948,VTX,Phase 2,Building A,14,Retail,0,304.3,0.0,0.0,Courtyard View,20358887.2,66904.0,2026-02-11,reserved,2024-12-10,,,CUS-000644,BRK-06,AGT-018,10.3,18261921.82,6,13.3,2026-03-31,2026-03-31,71.0,0,0-30 days
VTX-P2-B1-00949,VTX,Phase 2,Building A,7,Retail,0,124.5,0.0,0.0,Skyline View,9981663.0,80174.0,2026-01-27,reserved,2026-01-21,,,CUS-000533,BRK-14,AGT-018,2.1,9772048.08,3,18.0,2026-03-31,2026-03-31,71.0,0,0-30 days
VTX-P2-B1-00950,VTX,Phase 2,Building A,0,Office,0,198.2,0.0,7.0,Garden View,14012938.2,70701.0,2025-10-22,reserved,2025-04-15,,,CUS-000590,BRK-06,AGT-016,9.4,12695722.01,3,11.4,2026-03-31,2026-03-31,71.0,0,0-30 days
VTX-P2-B1-00951,VTX,Phase 2,Building A,12,Office,0,287.2,0.0,1.7,Courtyard View,21792736.0,75880.0,2026-01-30,contracted,2026-04-17,2026-05-09,,CUS-000662,BRK-06,AGT-018,12.9,18981473.06,4,12.8,2026-03-31,2026-03-31,71.0,77,31-90 days
VTX-P2-B1-00952,VTX,Phase 2,Building A,7,Retail,0,102.3,0.0,12.2,Pool View,7128264.0,69680.0,2026-02-09,contracted,2025-08-03,2025-08-13,,CUS-000628,BRK-06,AGT-017,9.6,6443950.66,3,11.5,2026-03-31,2026-03-31,71.0,0,0-30 days
VTX-P2-B1-00953,VTX,Phase 2,Building A,12,Office,0,67.4,0.0,0.0,Skyline View,4537974.6,67329.0,2026-04-18,cancelled,2026-02-23,2026-03-24,2026-05-23,CUS-000531,BRK-06,AGT-016,11.6,4011569.55,3,8.2,2026-03-31,2026-03-31,71.0,0,0-30 days
VTX-P2-B1-00954,VTX,Phase 2,Building A,4,Office,0,69.2,0.0,0.0,Skyline View,4795006.4,69292.0,2026-04-24,available,,,,,,,,,,,,,71.0,67,31-90 days
VTX-P2-B1-00955,VTX,Phase 2,Building A,5,Retail,0,285.6,0.0,0.0,Skyline View,20221051.2,70802.0,2025-12-22,contracted,2026-06-21,2026-06-30,,CUS-000560,BRK-07,AGT-018,3.7,19472872.31,4,19.3,2026-03-31,2026-03-31,71.0,181,181-365 days
VTX-P2-B1-00956,VTX,Phase 2,Building A,9,Retail,0,313.4,0.0,9.6,Pool View,16367628.4,52226.0,2026-03-09,contracted,2026-05-21,2026-06-06,,CUS-000497,BRK-13,AGT-017,4.9,15565614.61,3,18.1,2026-03-31,2026-03-31,71.0,73,31-90 days
VTX-P2-B2-00957,VTX,Phase 2,Building B,8,Administrative,0,156.3,0.0,0.0,Street View,8627291.1,55197.0,2025-11-13,reserved,2025-02-20,,,CUS-000534,BRK-01,AGT-017,2.4,8420236.11,5,24.9,2026-03-31,2026-03-31,71.0,0,0-30 days
VTX-P2-B2-00958,VTX,Phase 2,Building B,0,Office,0,307.4,0.0,0.0,Street View,21710432.4,70626.0,2026-01-03,contracted,2024-12-06,2025-01-06,,CUS-000592,BRK-02,AGT-015,5.3,20559779.48,5,24.7,2026-03-31,2026-03-31,71.0,0,0-30 days
VTX-P2-B2-00959,VTX,Phase 2,Building B,12,Office,0,257.8,0.0,0.0,Pool View,15324663.2,59444.0,2025-12-01,contracted,2025-07-23,2025-08-11,,CUS-000557,,AGT-016,2.7,14910897.29,3,24.4,2026-03-31,2026-03-31,71.0,0,0-30 days
VTX-P2-B2-00960,VTX,Phase 2,Building B,14,Retail,0,230.5,0.0,12.1,Skyline View,14377668.0,62376.0,2025-12-17,available,,,,,,,,,,,,,71.0,195,181-365 days
VTX-P2-B2-00961,VTX,Phase 2,Building B,7,Office,0,261.0,0.0,1.5,Garden View,15023421.0,57561.0,2025-06-23,contracted,2026-05-05,2026-05-24,,CUS-000496,,AGT-016,3.6,14482577.84,6,17.7,2026-03-31,2026-03-31,71.0,316,181-365 days
VTX-P2-B2-00962,VTX,Phase 2,Building B,10,Office,0,70.4,0.0,0.0,Skyline View,3538022.4,50256.0,2025-05-15,contracted,2025-09-15,2025-10-08,,CUS-000645,BRK-06,AGT-016,9.9,3187758.18,6,10.0,2026-03-31,2026-03-31,71.0,123,91-180 days
VTX-P2-B2-00963,VTX,Phase 2,Building B,13,Office,0,128.2,0.0,0.0,Skyline View,10408429.8,81189.0,2025-07-30,reserved,2025-08-29,,,CUS-000630,,AGT-015,3.7,10023317.9,5,24.1,2026-03-31,2026-03-31,71.0,30,0-30 days
VTX-P2-B2-00964,VTX,Phase 2,Building B,3,Office,0,259.3,0.0,0.0,Garden View,13805650.6,53242.0,2025-04-26,contracted,2025-09-25,2025-09-28,,CUS-000573,BRK-12,AGT-018,2.1,13515731.94,3,24.7,2026-03-31,2026-03-31,71.0,152,91-180 days
VTX-P2-B2-00965,VTX,Phase 2,Building B,11,Office,0,133.2,0.0,0.0,Garden View,9475981.2,71141.0,2026-03-04,contracted,2024-12-31,2025-01-01,,CUS-000540,,AGT-016,4.6,9040086.06,6,21.4,2026-03-31,2026-03-31,71.0,0,0-30 days
VTX-P2-B2-00966,VTX,Phase 2,Building B,5,Office,0,304.0,0.0,0.3,Courtyard View,14766496.0,48574.0,2026-03-29,contracted,2024-09-28,2024-10-25,,CUS-000663,,AGT-018,5.5,13954338.72,5,18.2,2026-03-31,2026-03-31,71.0,0,0-30 days
VTX-P2-B2-00967,VTX,Phase 2,Building B,6,Office,0,236.1,0.0,0.0,Courtyard View,17858840.1,75641.0,2025-11-22,available,,,,,,,,,,,,,71.0,220,181-365 days
VTX-P2-B2-00968,VTX,Phase 2,Building B,4,Office,0,158.0,0.0,13.9,Pool View,11683626.0,73947.0,2026-06-08,contracted,2025-05-20,2025-06-10,,CUS-000516,BRK-06,AGT-015,14.6,9977816.6,3,14.2,2026-03-31,2026-03-31,71.0,0,0-30 days
VTX-P2-B2-00969,VTX,Phase 2,Building B,14,Office,0,174.1,0.0,0.0,Skyline View,13961949.5,80195.0,2025-07-27,contracted,2026-06-04,2026-06-15,,CUS-000561,BRK-06,AGT-017,9.9,12579716.5,6,10.0,2026-03-31,2026-03-31,71.0,312,181-365 days
VTX-P2-B2-00970,VTX,Phase 2,Building B,9,Office,0,307.5,0.0,0.0,Garden View,21533302.5,70027.0,2025-07-05,contracted,2024-11-14,2024-12-11,,CUS-000503,BRK-06,AGT-017,12.1,18927772.9,6,13.0,2026-03-31,2026-03-31,71.0,0,0-30 days
VTX-P2-B2-00971,VTX,Phase 2,Building B,0,Office,0,308.9,0.0,0.0,Street View,15157105.2,49068.0,2026-06-16,contracted,2024-09-26,2024-10-18,,CUS-000647,BRK-05,AGT-016,5.2,14368935.73,4,17.4,2026-03-31,2026-03-31,71.0,0,0-30 days
VTX-P2-B2-00972,VTX,Phase 2,Building B,8,Office,0,305.0,0.0,0.0,Street View,16928720.0,55504.0,2025-09-22,contracted,2024-12-05,2024-12-25,,CUS-000623,,AGT-016,2.8,16454715.84,6,16.0,2026-03-31,2026-03-31,71.0,0,0-30 days
VTX-P2-B2-00973,VTX,Phase 2,Building B,2,Retail,0,154.0,0.0,5.8,Skyline View,7931924.0,51506.0,2025-05-06,cancelled,2025-07-03,,2025-08-18,CUS-000658,BRK-06,AGT-018,14.4,6789726.94,6,12.7,2026-03-31,2026-03-31,71.0,58,31-90 days
VTX-P2-B2-00974,VTX,Phase 2,Building B,1,Office,0,133.4,0.0,11.1,Courtyard View,9177386.4,68796.0,2025-12-26,contracted,2024-12-19,2025-01-03,,CUS-000553,,AGT-018,4.3,8782758.78,6,19.9,2026-03-31,2026-03-31,71.0,0,0-30 days
VTX-P2-B2-00975,VTX,Phase 2,Building B,13,Office,0,215.6,0.0,0.0,Skyline View,13978641.6,64836.0,2025-10-14,available,,,,,,,,,,,,,71.0,259,181-365 days
VTX-P2-B2-00976,VTX,Phase 2,Building B,8,Office,0,297.6,0.0,0.0,Skyline View,17842310.4,59954.0,2025-08-10,contracted,2025-06-03,2025-06-28,,CUS-000611,,AGT-018,5.8,16807456.4,5,15.9,2026-03-31,2026-03-31,71.0,0,0-30 days
VTX-P2-B2-00977,VTX,Phase 2,Building B,12,Office,0,258.2,0.0,0.0,Skyline View,14677120.8,56844.0,2026-03-06,contracted,2024-10-08,2024-10-16,,CUS-000640,,AGT-016,3.4,14178098.69,5,16.1,2026-03-31,2026-03-31,71.0,0,0-30 days
VTX-P2-B2-00978,VTX,Phase 2,Building B,1,Office,0,119.7,0.0,0.0,Pool View,8312686.2,69446.0,2025-11-12,available,,,,,,,,,,,,,71.0,230,181-365 days
VTX-P2-B2-00979,VTX,Phase 2,Building B,7,Office,0,314.7,0.0,0.0,Street View,22819526.4,72512.0,2025-08-08,available,,,,,,,,,,,,,71.0,326,181-365 days
VTX-P2-B2-00980,VTX,Phase 2,Building B,7,Retail,0,289.0,0.0,0.0,Pool View,17681020.0,61180.0,2025-08-21,available,,,,,,,,,,,,,71.0,313,181-365 days
VTX-P2-B2-00981,VTX,Phase 2,Building B,9,Office,0,260.9,0.0,0.0,Pool View,17519174.1,67149.0,2025-10-13,contracted,2025-03-25,2025-04-04,,CUS-000494,BRK-03,AGT-018,2.1,17151271.44,6,23.3,2026-03-31,2026-03-31,71.0,0,0-30 days
VTX-P2-B2-00982,VTX,Phase 2,Building B,9,Office,0,201.8,0.0,1.5,Pool View,12469020.2,61789.0,2025-12-10,contracted,2025-07-15,2025-07-22,,CUS-000654,BRK-09,AGT-015,3.3,12057542.53,3,19.4,2026-03-31,2026-03-31,71.0,0,0-30 days
VTX-P2-B2-00983,VTX,Phase 2,Building B,2,Office,0,310.4,0.0,0.0,Pool View,18996480.0,61200.0,2026-06-16,available,,,,,,,,,,,,,71.0,14,0-30 days
VTX-P2-B2-00984,VTX,Phase 2,Building B,1,Office,0,288.1,0.0,0.0,Garden View,21594535.5,74955.0,2025-08-25,contracted,2024-09-27,2024-10-21,,CUS-000525,BRK-05,AGT-017,2.6,21033077.58,5,19.1,2026-03-31,2026-03-31,71.0,0,0-30 days
VTX-P2-B2-00985,VTX,Phase 2,Building B,8,Office,0,64.6,0.0,12.9,Pool View,3106097.2,48082.0,2025-05-05,cancelled,2024-07-12,,2024-08-31,CUS-000651,BRK-06,AGT-018,14.9,2643288.72,3,12.1,2026-03-31,2026-03-31,71.0,0,0-30 days
VTX-P2-B2-00986,VTX,Phase 2,Building B,1,Retail,0,217.8,0.0,0.0,Courtyard View,13491838.8,61946.0,2025-11-03,contracted,2026-05-28,2026-06-28,,CUS-000641,BRK-06,AGT-015,10.4,12088687.56,6,13.3,2026-03-31,2026-03-31,71.0,206,181-365 days
VTX-P2-B2-00987,VTX,Phase 2,Building B,8,Office,0,63.6,0.0,0.0,Street View,3286275.6,51671.0,2025-12-05,reserved,2024-09-27,,,CUS-000671,,AGT-018,5.0,3121961.82,4,19.7,2026-03-31,2026-03-31,71.0,0,0-30 days
VTX-P2-B2-00988,VTX,Phase 2,Building B,3,Office,0,226.1,0.0,0.0,Garden View,13268000.2,58682.0,2025-08-19,contracted,2026-05-30,2026-06-23,,CUS-000512,BRK-06,AGT-017,12.4,11622768.18,6,9.2,2026-03-31,2026-03-31,71.0,284,181-365 days
VTX-P2-B3-00989,VTX,Phase 2,Building C,12,Administrative,0,112.3,0.0,0.0,Street View,6787412.0,60440.0,2025-07-10,available,,,,,,,,,,,,,71.0,355,181-365 days
VTX-P2-B3-00990,VTX,Phase 2,Building C,3,Administrative,0,67.6,0.0,0.0,Garden View,4473835.6,66181.0,2025-10-22,available,,,,,,,,,,,,,71.0,251,181-365 days
VTX-P2-B3-00991,VTX,Phase 2,Building C,0,Office,0,225.3,0.0,0.0,Street View,12668168.4,56228.0,2025-08-03,available,,,,,,,,,,,,,71.0,331,181-365 days
VTX-P2-B3-00992,VTX,Phase 2,Building C,13,Retail,0,227.0,0.0,0.0,Pool View,12683852.0,55876.0,2026-03-18,contracted,2025-10-27,2025-10-28,,CUS-000511,,AGT-016,2.0,12430174.96,4,16.5,2026-03-31,2026-03-31,71.0,0,0-30 days
VTX-P2-B3-00993,VTX,Phase 2,Building C,14,Retail,0,166.1,0.0,0.0,Pool View,12542543.2,75512.0,2026-06-16,contracted,2026-04-02,2026-05-04,,CUS-000602,,AGT-016,2.4,12241522.16,6,20.7,2026-03-31,2026-03-31,71.0,0,0-30 days
VTX-P2-B3-00994,VTX,Phase 2,Building C,13,Retail,0,167.8,0.0,0.0,Pool View,9341258.2,55669.0,2025-11-06,contracted,2025-01-25,2025-03-02,,CUS-000578,,AGT-018,2.7,9089044.23,3,21.3,2026-03-31,2026-03-31,71.0,0,0-30 days
VTX-P2-B3-00995,VTX,Phase 2,Building C,2,Office,0,232.5,0.0,0.0,Garden View,17133157.5,73691.0,2025-07-23,available,,,,,,,,,,,,,71.0,342,181-365 days
VTX-P2-B3-00996,VTX,Phase 2,Building C,9,Office,0,271.6,0.0,0.0,Pool View,15342140.8,56488.0,2025-08-30,contracted,2024-09-02,2024-09-20,,CUS-000538,,AGT-018,4.5,14651744.46,6,18.2,2026-03-31,2026-03-31,71.0,0,0-30 days
VTX-P2-B3-00997,VTX,Phase 2,Building C,10,Office,0,144.3,0.0,0.0,Street View,9174016.8,63576.0,2026-01-21,contracted,2026-01-04,2026-01-29,,CUS-000614,BRK-12,AGT-016,5.5,8669445.88,3,15.3,2026-03-31,2026-03-31,71.0,0,0-30 days
VTX-P2-B3-00998,VTX,Phase 2,Building C,13,Retail,0,202.7,0.0,0.0,Street View,10905260.0,53800.0,2025-07-08,contracted,2024-11-11,2024-12-03,,CUS-000566,BRK-01,AGT-018,2.9,10589007.46,3,19.8,2026-03-31,2026-03-31,71.0,0,0-30 days
VTX-P2-B3-00999,VTX,Phase 2,Building C,8,Office,0,59.7,0.0,0.0,Pool View,3199024.5,53585.0,2026-04-20,available,,,,,,,,,,,,,71.0,71,31-90 days
VTX-P2-B3-01000,VTX,Phase 2,Building C,10,Office,0,302.5,0.0,4.6,Courtyard View,19742662.5,65265.0,2025-07-22,cancelled,2024-11-19,2024-11-24,2024-12-19,CUS-000570,BRK-06,AGT-016,9.8,17807881.57,5,9.5,2026-03-31,2026-03-31,71.0,0,0-30 days
VTX-P2-B3-01001,VTX,Phase 2,Building C,7,Office,0,210.5,0.0,0.0,Courtyard View,11140502.0,52924.0,2026-02-12,available,,,,,,,,,,,,,71.0,138,91-180 days
VTX-P2-B3-01002,VTX,Phase 2,Building C,10,Office,0,192.3,0.0,0.0,Street View,12290085.3,63911.0,2025-10-02,available,,,,,,,,,,,,,71.0,271,181-365 days
VTX-P2-B3-01003,VTX,Phase 2,Building C,10,Office,0,53.8,0.0,0.0,Pool View,2676173.4,49743.0,2026-06-16,contracted,2025-12-31,2026-01-12,,CUS-000548,,AGT-016,3.2,2590535.85,6,15.5,2026-03-31,2026-03-31,71.0,0,0-30 days
VTX-P2-B3-01004,VTX,Phase 2,Building C,14,Retail,0,291.2,0.0,0.0,Skyline View,17004332.8,58394.0,2025-05-18,contracted,2026-05-30,2026-06-13,,CUS-000504,BRK-06,AGT-018,11.0,15133856.19,5,11.4,2026-03-31,2026-03-31,71.0,377,365+ days
VTX-P2-B3-01005,VTX,Phase 2,Building C,4,Retail,0,84.0,0.0,0.0,Pool View,4899636.0,58329.0,2025-11-14,contracted,2025-03-22,2025-04-13,,CUS-000632,BRK-13,AGT-018,2.9,4757546.56,5,23.5,2026-03-31,2026-03-31,71.0,0,0-30 days
VTX-P2-B3-01006,VTX,Phase 2,Building C,3,Office,0,286.0,0.0,0.0,Skyline View,14336894.0,50129.0,2025-06-07,contracted,2025-05-21,2025-06-13,,CUS-000675,BRK-11,AGT-017,5.1,13605712.41,3,23.8,2026-03-31,2026-03-31,71.0,0,0-30 days
VTX-P2-B3-01007,VTX,Phase 2,Building C,2,Administrative,0,238.6,0.0,0.0,Skyline View,13595189.4,56979.0,2026-02-09,contracted,2025-05-18,2025-05-22,,CUS-000599,BRK-06,AGT-016,12.5,11895790.72,5,12.6,2026-03-31,2026-03-31,71.0,0,0-30 days
VTX-P2-B3-01008,VTX,Phase 2,Building C,5,Administrative,0,238.7,0.0,0.0,Skyline View,18629102.8,78044.0,2025-08-18,contracted,2024-10-04,2024-10-11,,CUS-000543,,AGT-017,3.5,17977084.2,5,21.4,2026-03-31,2026-03-31,71.0,0,0-30 days
VTX-P2-B3-01009,VTX,Phase 2,Building C,6,Office,0,104.1,0.0,11.5,Garden View,5301084.3,50923.0,2025-07-27,available,,,,,,,,,,,,,71.0,338,181-365 days
VTX-P2-B3-01010,VTX,Phase 2,Building C,11,Office,0,123.6,0.0,0.8,Garden View,8335707.6,67441.0,2025-10-10,contracted,2024-10-25,2024-11-14,,CUS-000656,,AGT-017,3.7,8027286.42,5,17.8,2026-03-31,2026-03-31,71.0,0,0-30 days
VTX-P2-B3-01011,VTX,Phase 2,Building C,7,Administrative,0,52.1,0.0,0.0,Garden View,2826529.2,54252.0,2026-05-14,available,,,,,,,,,,,,,71.0,47,31-90 days
VTX-P2-B3-01012,VTX,Phase 2,Building C,11,Office,0,60.3,0.0,11.1,Skyline View,4426442.1,73407.0,2026-02-27,reserved,2026-05-06,,,CUS-000521,BRK-06,AGT-018,13.1,3846578.18,3,10.6,2026-03-31,2026-03-31,71.0,68,31-90 days
VTX-P2-B3-01013,VTX,Phase 2,Building C,5,Office,0,172.3,0.0,0.0,Street View,8906014.7,51689.0,2026-03-26,contracted,2024-10-01,2024-10-11,,CUS-000547,,AGT-016,4.8,8478525.99,6,15.8,2026-03-31,2026-03-31,71.0,0,0-30 days
VTX-P2-B3-01014,VTX,Phase 2,Building C,11,Retail,0,109.8,0.0,0.0,Courtyard View,8929704.6,81327.0,2026-05-02,available,,,,,,,,,,,,,71.0,59,31-90 days
VTX-P2-B3-01015,VTX,Phase 2,Building C,10,Retail,0,260.9,0.0,0.0,Garden View,20303238.0,77820.0,2026-02-05,available,,,,,,,,,,,,,71.0,145,91-180 days
VTX-P2-B3-01016,VTX,Phase 2,Building C,6,Retail,0,66.9,0.0,0.0,Street View,5130494.1,76689.0,2026-01-19,contracted,2026-04-04,2026-04-11,,CUS-000567,BRK-14,AGT-017,4.3,4909882.85,3,23.0,2026-03-31,2026-03-31,71.0,75,31-90 days
VTX-P2-B3-01017,VTX,Phase 2,Building C,2,Office,0,199.2,0.0,0.0,Skyline View,10921936.8,54829.0,2026-02-01,cancelled,2026-06-13,2026-06-25,2026-06-30,CUS-000559,BRK-06,AGT-016,13.0,9502085.02,3,8.7,2026-03-31,2026-03-31,71.0,132,91-180 days
VTX-P2-B3-01018,VTX,Phase 2,Building C,6,Office,0,58.3,0.0,0.0,Street View,3162366.9,54243.0,2026-06-15,cancelled,2025-06-24,,2025-07-17,CUS-000591,BRK-06,AGT-015,9.7,2855617.31,3,9.3,2026-03-31,2026-03-31,71.0,0,0-30 days
VTX-P2-B3-01019,VTX,Phase 2,Building C,13,Office,0,156.5,0.0,0.0,Skyline View,7990733.5,51059.0,2025-12-07,contracted,2025-11-15,2025-12-17,,CUS-000650,BRK-10,AGT-017,4.3,7647131.96,5,16.3,2026-03-31,2026-03-31,71.0,0,0-30 days
VTX-P2-B3-01020,VTX,Phase 2,Building C,6,Office,0,153.7,0.0,0.0,Skyline View,8412615.8,54734.0,2025-12-30,contracted,2025-11-23,2025-11-24,,CUS-000502,BRK-09,AGT-017,5.2,7975159.78,3,24.8,2026-03-31,2026-03-31,71.0,0,0-30 days
VTX-P2-B4-01021,VTX,Phase 2,Building D,11,Office,0,187.8,0.0,0.0,Courtyard View,9470941.8,50431.0,2026-04-01,available,,,,,,,,,,,,,71.0,90,31-90 days
VTX-P2-B4-01022,VTX,Phase 2,Building D,5,Office,0,102.1,0.0,0.0,Street View,8174636.5,80065.0,2025-08-26,available,,,,,,,,,,,,,71.0,308,181-365 days
VTX-P2-B4-01023,VTX,Phase 2,Building D,11,Office,0,239.7,0.0,12.9,Street View,11551862.1,48193.0,2025-04-13,contracted,2026-05-17,2026-06-14,,CUS-000550,,AGT-018,2.1,11309273.0,4,20.2,2026-03-31,2026-03-31,71.0,399,365+ days
VTX-P2-B4-01024,VTX,Phase 2,Building D,5,Office,0,46.4,0.0,0.0,Skyline View,3779187.2,81448.0,2025-09-03,contracted,2024-11-23,2024-11-25,,CUS-000606,BRK-06,AGT-016,13.4,3272776.12,5,12.4,2026-03-31,2026-03-31,71.0,0,0-30 days
VTX-P2-B4-01025,VTX,Phase 2,Building D,1,Office,0,286.1,0.0,0.0,Garden View,23356345.7,81637.0,2025-08-17,contracted,2026-05-24,2026-06-10,,CUS-000529,,AGT-018,5.5,22071746.69,5,22.7,2026-03-31,2026-03-31,71.0,280,181-365 days
VTX-P2-B4-01026,VTX,Phase 2,Building D,4,Retail,0,179.2,0.0,0.0,Skyline View,11797990.4,65837.0,2025-12-10,contracted,2026-04-20,2026-05-14,,CUS-000568,BRK-14,AGT-018,3.5,11385060.74,3,19.5,2026-03-31,2026-03-31,71.0,131,91-180 days
VTX-P2-B4-01027,VTX,Phase 2,Building D,13,Office,0,271.7,0.0,0.0,Courtyard View,19998750.2,73606.0,2026-01-22,contracted,2026-06-30,2026-06-30,,CUS-000635,BRK-04,AGT-018,4.4,19118805.19,4,21.1,2026-03-31,2026-03-31,71.0,159,91-180 days
VTX-P2-B4-01028,VTX,Phase 2,Building D,3,Retail,0,93.0,0.0,7.6,Garden View,5009073.0,53861.0,2025-10-29,available,,,,,,,,,,,,,71.0,244,181-365 days
VTX-P2-B4-01029,VTX,Phase 2,Building D,11,Office,0,313.3,0.0,6.7,Street View,16000544.3,51071.0,2025-11-27,contracted,2025-01-30,2025-02-04,,CUS-000660,BRK-12,AGT-018,4.9,15216517.63,5,17.4,2026-03-31,2026-03-31,71.0,0,0-30 days
VTX-P2-B4-01030,VTX,Phase 2,Building D,8,Office,0,55.7,0.0,0.0,Street View,3635427.6,65268.0,2025-03-28,contracted,2026-01-04,2026-01-25,,CUS-000604,BRK-02,AGT-015,3.9,3493645.92,3,16.8,2026-03-31,2026-03-31,71.0,282,181-365 days
VTX-P2-B4-01031,VTX,Phase 2,Building D,12,Retail,0,294.2,0.0,0.0,Pool View,23253862.2,79041.0,2025-06-10,available,,,,,,,,,,,,,71.0,385,365+ days
VTX-P2-B4-01032,VTX,Phase 2,Building D,6,Office,0,147.4,0.0,0.0,Street View,11962099.6,81154.0,2025-08-31,contracted,2025-10-01,2025-11-13,,CUS-000620,,AGT-015,5.4,11316146.22,5,21.5,2026-03-31,2026-03-31,71.0,31,31-90 days
VTX-P2-B4-01033,VTX,Phase 2,Building D,2,Office,0,133.7,0.0,0.0,Courtyard View,8411067.0,62910.0,2025-06-21,contracted,2025-12-20,2026-01-13,,CUS-000610,BRK-14,AGT-017,3.0,8158734.99,6,15.0,2026-03-31,2026-03-31,71.0,182,181-365 days
